,created_at,from_user_name,from_user_id,from_user_realname,party,region,text
28911861,2021-09-12 05:10:17,JoyceMurray,16180205,Joyce Murray 梅麗喬,Liberal,British Columbia,"I echo @JustinTrudeau’s comment; and I’ve been struck by the many Americans who’ve noted how this terrible crisis brought people together, unifying across multiple divides."
28457502,2021-08-18 16:35:38,MarcGarneau,80702644,Marc Garneau,Liberal,Quebec,Je me suis entretenu avec @SecBlinken hier soir au sujet de nos efforts coordonnés afin d’assurer une sortie sûre de l'#Afghanistan pour nos citoyens et les Afghans vulnérables.
27831259,2021-07-13 19:58:29,Carolyn_Bennett,40550119,Carolyn Bennett,Liberal,Ontario,Je suis dévastée d'apprendre que la Première Nation  Penelakut a découvert 160 tombes non marquées à l'ancien pensionnat de Kuper Island. Je suis de tout cœur avec la communauté et tous les Peuples Autochtones du pays en cette période profondément émotive et traumatisante.
27834263,2021-07-13 23:07:05,SalmaZahid15,2344419362,Salma Zahid,Liberal,Ontario,"We must keep calling out this Islamophobic incidents. Hatred and intolerance has no place in Canada, and no one should have to experience this. I understand an arrest has been made. We must all work together to build a society where these incidents don't happen."
28704037,2021-09-01 14:57:25,marcomendicino,312759403,Marco Mendicino,Liberal,Ontario,"After being evacuated from Kabul last week and finishing processing in third countries, 714 Afghan refugees and Canadian citizens &amp; PRs have landed in Toronto over the last few days. Welcome home!"
28339479,2021-08-11 23:10:00,MarcGarneau,80702644,Marc Garneau,Liberal,Quebec,"Nous sommes extrêmement reconnaissants à nos amis des Pays-Bas pour leur solidarité envers nos Canadiens détenus de manière arbitraire.
 
?? ?? @ministerBZ"
28140157,2021-07-30 22:20:01,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"Today Min @OmarAlghabra announces $38.4 million for the Vancouver International Airport through the Airport Critical Infrastructure Program. 

Funding will help improve drainage systems &amp; increase resilience to storms. #bcpoli #vanpoli"
27894276,2021-07-16 16:22:39,rubysahotalib,49160271,Ruby Sahota,Liberal,Ontario,Our favourite Budget 2021 commitment is our plan to cut childcare costs by 50% by 2022 and bring costs down to $10/day by 2025. We’re helping parents get back to work and giving every child the best start in life.
28483292,2021-08-20 00:44:43,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,The antisemitic graffiti sprayed on Beth Sholom Synagogue is abhorrent. To the Jewish community in Toronto and across the country: we stand with you. Hatred has no place in Canada and we will always denounce it - whenever and wherever it arises.
29064706,2021-09-19 12:00:19,ChurenceRogers,500232993,Churence Rogers,Liberal,Newfoundland and Labrador,Thank you so much for joining us @cafreeland! Your energy at the doors was incredible. I hope you enjoyed your visit to Bonavista-Burin-Trinity!
28014557,2021-07-23 13:19:16,TonyVanBynen,19634262,Tony Van Bynen,Liberal,Ontario,"#TeamCanada has arrived in Tokyo for the Olympics. Did you know Roland Varga (Canoe/Kayak) and Stephen Maar (Volleyball) are from Aurora?

Join me in saying #GoCanadaGo and cheering on our local Olympians and all Canadian athletes representing us at the games! #Tokyo2020"
28597300,2021-08-26 15:29:17,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,Et @TristenChernove remporte la première médaille d’argent du Canada ! Félicitations - quelle performance incroyable en poursuite individuelle 3000 m C1 masculin.
28014775,2021-07-23 13:32:44,LevittMichael,31764814,Michael Levitt ??,Liberal,Ontario,Thank you @fordnation for your commitment to combating Jew-hate through the adoption of the @TheIHRA Definition in Ontario and the recent partnership w/ @CanadianFSWC on educational programming on antisemitism for both educators and students. We all stand together in this fight.
28239618,2021-08-05 19:21:01,Francis_Drouin,743129088,Francis Drouin,Liberal,Ontario,This Minister has kept the focus on the most important tool to fight Covid19: vaccines. Elle a livré la marchandise. Merci beaucoup @AnitaOakville !!
28353451,2021-08-12 17:57:08,BillBlair,3196494064,Bill Blair,Liberal,Ontario,Our government is committed to keeping young Canadians safe. We are investing up to $4.5M to @YMCAQuebec’s Alternative Suspension Program to help at-risk youth overcome barriers to their success and keep communities safe ⤵️
27752379,2021-07-09 13:09:24,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,All the Moms I know worried incessantly about the mental health of our kids - esp teens- during the pandemic. We need a comprehensive plan for safe return to a normal school year with activities. Our kids have given up so much over the last year and a half. They deserve no less.
28501182,2021-08-21 01:35:30,cafreeland,203132018,Chrystia Freeland,Liberal,Ontario,"Today our @liberal_party announced that, if our Liberal government is re-elected, federally-regulated workers will have 10 days of paid sick leave so that more Canadians can safely return to work and school."
28001291,2021-07-22 17:44:20,MaryamMonsef,494668818,Maryam Monsef,Liberal,Ontario,"Last night, I joined @JustinTrudeau, @BardishKW, @HonAhmedHussen, @marcomendicino, and @MarcGarneau for an important conversation on our work ending Anti-Semitism here in Canada ??, and around the world ?. Together, we can end hate in all of its forms."
28375661,2021-08-13 22:56:41,DarrenFisherNS,408072407,Darren Fisher,Liberal,Nova Scotia,"This is the right thing to do.
Thank you to everyone who is working hard to help. We must do everything we can."
28335439,2021-08-11 19:12:00,MarcGarneau,80702644,Marc Garneau,Liberal,Quebec,"We are deeply appreciative for our Lithuanian partners’ steadfast solidarity during this extremely challenging time. 
 
?? ?? @GLandsbergis"
28339329,2021-08-11 22:42:00,MarcGarneau,80702644,Marc Garneau,Liberal,Quebec,"Les Canadiens apprécient beaucoup le soutien continu de nos alliés de la Lettonie.
 
?? ?? @edgarsrinkevics"
28138532,2021-07-30 20:30:03,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"Our new @GGCanada Mary Simon appoints 5 new independent Senators to fill vacancies: David Arnot (Saskatchewan), Michèle Audette (Québec), Amina Gerba (Québec), Clément Gignac (Québec) &amp; Karen Sorensen (Alberta). #cdnpoli"
28594240,2021-08-26 12:53:35,HonAhmedHussen,2891740872,Ahmed Hussen,Liberal,Ontario,"COVID-19 has been devastating for community organizations providing vital services.

That's why we invested over $1.6 million in #YSW through the Emergency Community Support Fund to aid 30 local organizations in their work to help vulnerable Canadians during the pandemic."
28424499,2021-08-16 23:39:50,TonyVanBynen,19634262,Tony Van Bynen,Liberal,Ontario,"Investing in affordable childcare is not a luxury, it’s an investment in Canada’s future. Parents and children are counting on it. Elections matter."
29072560,2021-09-19 19:41:23,pfragiskatos,593944500,Peter Fragiskatos,Liberal,Ontario,"Shawn, thank you for your support. We’ve always had a great working relationship because we both put our city first. Your very kind words mean so much. #ldnont"
28546053,2021-08-23 22:46:43,SameerZuberi,1148197780583849984,Sameer Zuberi ??,Liberal,Quebec,"Le #JourDuRubanNoir rend hommage aux victimes du nazisme, du communisme et du totalitarisme. La défense des droits de l'homme &amp; de la démocratie nous incombent à tous. Un gouv libéral, en collaboration avec ses partenaires intl, s'efforcera de préserver ces valeurs fondamentales."
27987303,2021-07-22 00:03:29,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"Infrastructure Canada's COVID-19 Resilience Stream is investing in self cleaning public washrooms &amp; upgrades to the ByWard Market Building so it can continue to serve as a gathering place, promote local tourism, &amp; support local businesses in #Ottawa."
28655065,2021-08-29 23:43:31,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"Nothing like Erin O'Toole and the Conservative Party allowing a candidate to not only deny the science behind climate change but also spread an absurd conspiracy about the action we are taking to address it. 

It's only about a sustainable future for our kids. #Elxn44"
28538301,2021-08-23 14:25:19,AnitaOakville,480418245,Anita Anand,Liberal,Ontario,"It’s so great to be back in #NovaScotia where I was born to talk about our #vaccine and #PPE procurements. With over 24 million Canadians vaccinated, we are on the way but we have more work to do. Thanks so much for your warm welcome - that’s the Nova Scotia way!"
28780336,2021-09-05 19:20:01,TonyVanBynen,19634262,Tony Van Bynen,Liberal,Ontario,"From the CERB to rolling out vaccines, when the pandemic hit, we didn't hesitate to have the backs of Canadians. As we finish the fight against COVID-19, we'll keep Canada moving forward for you, for your family, for everyone."
28501178,2021-08-21 01:34:30,cafreeland,203132018,Chrystia Freeland,Liberal,Ontario,"Aujourd’hui notre @parti_liberal a annoncé que, si nous sommes réélus, les travailleurs sous réglementation fédérale auront 10 jours de congé de maladie pour que plus de Canadiens puissent retourner au travail et à l’école en toute sécurité."
28847487,2021-09-09 01:22:44,melaniejoly,25227444,Mélanie Joly,Liberal,Quebec,".@erinotoole’s “plan” for the environment: the more you burn, the more you earn. #debatdeschefs #Elxn44"
28935033,2021-09-13 12:26:46,karinagould,61521038,Karina Gould,Liberal,Ontario,"I stand with our health care workers.

They have sacrificed so much these past 18 months; they deserve praise and gratitude not protests. 

To our health workers: thank you. We appreciate all you do to keep us healthy and save lives."
28691762,2021-08-31 22:38:42,HonAhmedHussen,2891740872,Ahmed Hussen,Liberal,Ontario,"No volunteer deserves to be threatened or intimidated, regardless of how they look or the party they represent. 

Canada is strong not in spite of our differences, but because of them. Dr. Mohamed you belong here and your voice matters."
27965739,2021-07-21 00:20:02,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"This week, PM @JustinTrudeau announced 620 new homes in Ontario. 

#GOC’s Affordable Housing Innovation Fund will fund over 30,000 units across Canada. 

We are committed to building safe, affordable &amp; energy-efficient homes. #cdnpoli"
28924657,2021-09-12 19:36:33,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"On fera tout ce qu'il faut pour en finir avec la COVID-19. Si une province ou un territoire veut créer un système de preuve vaccinale, on va le financer. On va aussi soutenir les entreprises qui veulent protéger leurs clients et leurs employés en exigeant une preuve vaccinale."
27755912,2021-07-09 15:55:35,markhollandlib,85428184,Mark Holland,Liberal,Ontario,"The latest @StatCan_Eng Labour Force Survey shows a great rebound with 231,000 jobs gained in June. Our plan is working, but there is still more to do. As Canada recovers from the pandemic we will help Canadians #buildbackbetter."
27925539,2021-07-18 20:21:21,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"Par ses mots et par ses actions, Mandela a voulu créer un monde plus égalitaire, et il a montré que c’était possible. En cette #JournéeMandela et tous les jours, honorons son héritage et suivons son exemple pour continuer à bâtir un avenir plus équitable pour tout le monde."
28035065,2021-07-24 18:45:00,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"Elephant populations in Africa have dropped by 70% in the past 50 years. 

#GOC launches public consultation on stricter measures for the ivory trade in Canada, including prohibition on hunting trophies or elephant ivory trade. #bcpoli #cdnpoli"
27870246,2021-07-15 14:07:58,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"Standing with you, @maddyeisenberg ❤️

And this is what I'm talking about. The hate online - misogyny, anti-semitism, Islamophobia, homophobia  - is brutal. Great that good folks call it out but it's on social media companies to step up. The guy had ""supremacist"" in his bio. ?"
28847799,2021-09-09 01:59:22,AHousefather,1646334073,Anthony Housefather,Liberal,Quebec,"Ce soir @JustinTrudeau a réaffirmé le point de vue du @parti_liberal salon lequel nous sommes tous des Québécois, quelle que soit notre langue, notre origine ou nos convictions politiques. Ce fut un moment de fierté."
27983941,2021-07-21 19:37:16,CQualtro,2852899113,Carla Qualtrough,Liberal,British Columbia,"Aujourd'hui, j'ai rencontré mes homologues provinciaux et territoriaux responsables des services sociaux pour discuter de la prestation canadienne pour les personnes en situation de handicap.
 
Ensemble, nous travaillerons pour que le ?? soit plus inclusif pour tous!"
28224017,2021-08-04 22:29:02,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"We can protect the environment, create jobs for people, and grow our economy at the same time. Last week’s investment in @ArcelorMittal_D to help them transition to green steelmaking is an example of how we can do that. More here ⤵️"
28422395,2021-08-16 20:44:48,mflalonde,417524720,MFLalonde,Liberal,Ontario,Les petites entreprises et leurs travailleurs sont au cœur de nos collectivités et sont le moteur de notre économie. Un gouvernement libéral réélu soutiendrait la reprise des industries les plus durement touchées en:
28130983,2021-07-30 13:37:22,fsorbara,272185225,Francesco Sorbara,Liberal,Ontario,Wonderful meeting the @JELDWENcanada team in #vaughan &amp; congratulations on your 2021 @ENERGYSTAR_CAN Manufacturer of the Year Award for windows &amp; doors. Thank you for your leadership in promoting &amp; improving #energyefficiency! @SeamusORegan @NRCan @JonathanWNV @1059TheRegion
28272642,2021-08-07 23:05:01,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"#GOC calls for applications a National Advisory Council on Early Learning and Child Care. 

12-14 Council Members will serve a 3 year term &amp; provide expert advice on pan-Canadian child care related issues.  Apply by Sept 28, 2021. #bcpoli"
28723150,2021-09-02 12:48:21,TOAdamVaughan,2194707954,Adam Vaughan MP,Liberal,Ontario,…and the party that denies climate change even exists is leading in the polls in Canada… there is zero economic growth if your cities are under water.
28049654,2021-07-26 02:31:04,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"Quelle performance! Félicitations, @Mags_Swims26, d’avoir remporté la première médaille d’or du Canada. #Tokyo2020 #ÉquipeCanada"
28023065,2021-07-23 22:00:12,Irek_K,274507495,Irek Kusmierczyk,Liberal,Ontario,Super excited for today's big announcement my friend @SandraPupatello is the @liberal_party candidate who will deliver a strong voice in Ottawa for #WindsorWest!
28753291,2021-09-03 21:02:32,PattyHajdu,1005090338,Patty Hajdu,Liberal,Ontario,"Erin O’Toole is manipulating Canadians with false promises. His platform is clear. A Conservative government will repeal the ban on assault rifles, endangering the lives of Canadians, predominantly women."
28803253,2021-09-07 03:00:50,TurnbullWhitby,1140090941195325440,Ryan Turnbull,Liberal,Ontario,The flip flop continues.  It’s baffling that Erin O’Toole can’t keep his duplicity straight. #Elxn44 #cdnpoli
27964716,2021-07-20 22:00:09,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"Tomorrow: Min @BardishKW &amp; the Hon. @IrwinCotler host the National Summit on Antisemitism between 9am – 3pm PDT. Antisemitism rises in Canada. 

Join the discussion with community leaders &amp; academics on what further measures we can take. #cdnpoli #bcpoli"
28911537,2021-09-12 02:19:20,AHousefather,1646334073,Anthony Housefather,Liberal,Quebec,"On Sept. 11, 2001 I had a meeting at a supplier near NYC. I landed that morning right before the terrorist attacks &amp; was there for 3 days. I saw the courage of NYC 1st responder heroes &amp; a people that pulled together. The experience is burned in my memory. #911NeverForget"
28198811,2021-08-03 16:39:44,s_guilbeault,276713213,Steven Guilbeault @ ?,Liberal,Quebec,"You definitely inspired more than just one kid, you have inspired generations of athletes to come. Canada is so proud of you both. 

Amazing performance, congratulations Sarah and Melissa. ???❤️"
28358289,2021-08-12 23:47:15,Carolyn_Bennett,40550119,Carolyn Bennett,Liberal,Ontario,Je suis tellement reconnaissante d'être ici en personne au @Ma_Mawi Wi Chi Itata Centre's Gathering Place for Truth and Reconciliation à Winnipeg pour l'événement important d'aujourd'hui.
28620874,2021-08-27 18:57:48,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"On est prêts à mener à terme la vaccination au pays. On a livré suffisamment de vaccins pour que chaque Canadien admissible reçoive ses doses, mais on ne peut s’arrêter maintenant."
28255577,2021-08-06 17:09:06,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"#ÉquipeCanada est de retour sur le podium au relais 4 x 100 m! Félicitations, @De6rasse, @JeromeBlake11, @RodneyGetEm et @KingsleySC."
28201353,2021-08-03 18:54:35,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"La fusillade d’hier et l’augmentation de la violence par arme à feu à Montréal au cours des dernières semaines sont troublantes, et ça doit cesser. J’offre mes condoléances aux familles et aux amis des victimes. Mes pensées vous accompagnent pendant cette période difficile."
27873608,2021-07-15 16:14:35,rubysahotalib,49160271,Ruby Sahota,Liberal,Ontario,Hate has no place in Canada. Every single Canadian deserves to live in peace and security. I was horrified to learn about the 2 Islamophobic attacks in Cambridge and Hamilton and the anti-Sikh attack in Kelowna. Our hearts go out to the Muslim and Sikh communities.
28298734,2021-08-09 18:27:15,mflalonde,417524720,MFLalonde,Liberal,Ontario,Today's @IPCC_CH report on climate change is as blunt as it is alarming. We need to continue our work to drive down emissions and implement our Government's climate plan to secure a safer and healthier future for our children and grandchildren
27882055,2021-07-16 00:28:02,BillBlair,3196494064,Bill Blair,Liberal,Ontario,"It is outrageous to hear of yet another Islamophobic attack, this time in Cambridge, ON at the Baitul Kareem Mosque causing tens of thousands of dollars in damages and desecrating Islamic literature and books."
28833694,2021-09-08 12:47:57,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"We know the Conservatives lack a real plan and want the planet to burn faster. And backtracking on Canada's targets going into COP26, the next climate conference, will shred Canada's credibility and make us the dinosaurs at the table."
28885373,2021-09-10 16:21:20,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"This is a really important message from @Tim_Krupa. Cities and towns across the country are on the frontlines of climate change and they know we can't go afford backwards under Erin O'Toole. Young people know that too. 

Elections matter."
28049743,2021-07-26 03:17:12,AHousefather,1646334073,Anthony Housefather,Liberal,Quebec,Brilliant swim and Canadian record for @thebrenthayden and the @TeamCanada Men’s 400 free relay team. Nobody would have predicted a 4th place finish. Way to go guys! @JohnAtkinSwim @ownthepodium
28918891,2021-09-12 14:05:32,_DebSchulte,477327043,Hon. Deb Schulte (she/her),Liberal,Ontario,"So nice to be with our #Liberal familes, from the littlest, the more established, and the oldies, like me. Thanks so much for all your help!
@totino_v @JWRANG #ForwardTogether #VoteLiberal"
28884212,2021-09-10 15:31:33,HonAhmedHussen,2891740872,Ahmed Hussen,Liberal,Ontario,"Let's keep it going ??!

95% of jobs lost during the pandemic have been recovered. 

Now is not the time to go backwards! #ForwardForEveryone"
27881613,2021-07-15 23:00:16,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,"#GOC announces successful removal of 60 tonnes of heavy oil &amp; diesel from the MV Schiedyk shipwreck off of Bligh Island in Nookta Sound. 

Crews successfully protected marine life &amp; shores of the traditional territory of Mowachaht/Muchalaht First Nation. #bcpoli #cdnpoli"
28366773,2021-08-13 14:00:16,TonyVanBynen,19634262,Tony Van Bynen,Liberal,Ontario,"More than 51 million vaccine doses have been administered to Canadians, and we’ve received over 70 million vaccines in Canada — enough to vaccinate every eligible Canadian. 

Keep it up, Canada! ?"
28435162,2021-08-17 14:55:35,TimLouisKitCon,2678072299,Tim Louis,Liberal,Ontario,"I know making life more affordable for Canadian families is top of mind for so many across #KitchenerConestoga. 
That includes our plan for $10/day child care. 

Lets keep moving #ForwardForEveryone"
27757076,2021-07-09 16:51:24,JohnMcKayLib,245954929,John McKay,Liberal,Ontario,Congratulations @Guildfestheatre on your much-anticipated return to our beautiful Guild Park &amp; Gardens! I look forward to seeing The Greek Theatre filled with people and excellent summer plays. #ScarbTO
27824799,2021-07-13 15:21:51,TOAdamVaughan,2194707954,Adam Vaughan MP,Liberal,Ontario,The Main Street Recovery and Rebuild Initiative projects will make a difference in helping to restore Toronto’s vibrancy and to get us back to the bustling pace that Toronto is known for.
28400440,2021-08-15 18:26:05,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"We’ve had your back, and now it’s time to hear your voice. You need to choose how we finish the fight against COVID-19 and build back better. That’s what #elxn44 is about."
28991401,2021-09-15 18:20:35,MaryamMonsef,494668818,Maryam Monsef,Liberal,Ontario,"Spent the AM chatting with folks at Empress Gardens Retirement Residence - great conversations on how a re-elected Liberal government will support seniors by increasing⬆️the OAS by 10% for seniors 75+, increasing the GIS for seniors 65+, and introducing a Safe Long-Term Care Act."
28668635,2021-08-30 18:09:28,VBadawey,1002181382,Vance Badawey,Liberal,Ontario,"Erin O'Toole won the support of @CPC_HQ  in part, due to his promises to the gun lobby to weaken gun control by eliminating enhanced background checks &amp; returning military-style assault rifles to our streets. In fact, he's had the highest grade from the NFA for his position."
28151602,2021-07-31 17:17:06,Carolyn_Bennett,40550119,Carolyn Bennett,Liberal,Ontario,"I am heartbroken over another senseless act of antisemitism in our Midtown community. All Jewish Canadians, like all Canadians, should feel safe &amp; secure without fear of violence, vandalism or discrimination."
28847097,2021-09-09 00:37:50,BShanahanLib,118121295,Brenda Shanahan,Liberal,Quebec,On a besoin du monde et il y a du monde qui veut venir au Canada- l’immigration est un facteur clé pour éliminer la pénurie de main d’ouvre!#debatdeschefs
28242983,2021-08-06 00:50:06,MonaFortier,631988630,Mona Fortier ??,Liberal,Ontario,We all use digital apps to manage and budget our money &amp; that is why it is important that these services are regulated and securely managed. This new report will help guide the development of a framework for open banking &amp; assist with financial literacy.
28714118,2021-09-01 23:55:22,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"Answered some of your texts this afternoon between events — thanks for the questions and for sharing your ideas! Keep ‘em coming, Canada: (613) 777-2039."
27985973,2021-07-21 21:27:07,AnitaOakville,480418245,Anita Anand,Liberal,Ontario,"Today’s #vaccineupdate:
 
? ?? has received over 60 million doses 
? 46 million doses have been administered 
?80% of eligible Cdns have had at least one dose
?58% are fully vaxxed
??? is 1st in G20 for share of population with one dose

Let’s keep going! @thisisourshotca"
28177862,2021-08-02 13:45:51,cathmckenna,140252240,Catherine McKenna ??,Liberal,Ontario,"Love this: Whatever the outcome between ?? and ?? in women's ⚽️ at #Tokyo2020, a country with a feminist foreign policy will win. ?"
28122668,2021-07-30 01:14:11,vankayak,112815157,Adam van Koeverden,Liberal,Ontario,"Incredible!! Nine Canadians just earned an Olympic Gold in just under 6minutes!! Perfect race!!
??‍♀️???‼️"
28871821,2021-09-10 02:50:25,TonyVanBynen,19634262,Tony Van Bynen,Liberal,Ontario,"Our plan for Canada's recovery includes addressing the inequalities in our societies laid bare by the pandemic. We have to build social infrastructure, support vulnerable workers &amp; give businesses the tools they need to grow."
28645693,2021-08-29 13:57:38,HonAhmedHussen,2891740872,Ahmed Hussen,Liberal,Ontario,"Under the CPC Child Care ""plan"" only 6,600 families across Canada would receieve the maximum $6,000 tax credit. This Tax credit will NOT help families!

Our ?? wide system will cut fees by 50% by next year &amp; implement $10/day child care shortly after that.

#ForwardForEveryone"
27896115,2021-07-16 17:53:47,MonaFortier,631988630,Mona Fortier ??,Liberal,Ontario,"Nos actions permettent de mettre le pays sur le droit chemin alors que nous nous préparons pour la relance économique. Un Canada plus vert, inclusif et prospère pour la classe moyenne."
28299244,2021-08-09 18:55:45,KamalKheraLib,232446981,Kamal Khera,Liberal,Ontario,"Congratulations to all #TeamCanada athletes! 

You have all represented Canada ?? with courage, determination and sportsmanship."
28312296,2021-08-10 14:38:51,AnnieKoutrakis,1170770038208565248,Annie Koutrakis,Liberal,Quebec,Le rapport du GIEC publié hier prouve que nous devons prendre des mesures décisives contre le changement climatique dès maintenant. Notre gouvernement s'engage à respecter notre objectif climatique et nos ambitions de zéro émission nette d'ici 2050.
28996439,2021-09-15 23:04:34,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,"Quand on dit qu’on veillera à ce que tous les Canadiens aient accès à des soins de santé publics, ça inclut les services d’avortement."
28947296,2021-09-13 22:06:51,LevittMichael,31764814,Michael Levitt ??,Liberal,Ontario,My latest article in the @TorontoStar- “There’s no place for the swastika in Canadian political discourse.”
28500499,2021-08-20 22:55:02,HedyFry,25127782,Dr. Hedy Fry,Liberal,British Columbia,Govt will work with provs &amp; terr to improve air quality and ventilation in schools and buildings across Canada so kids &amp; workers can return to school &amp; work protected from airborne COVID19 #cdnpoli #elxn44
28483422,2021-08-20 01:31:33,LevittMichael,31764814,Michael Levitt ??,Liberal,Ontario,"Incredibly disturbing reports emerging this evening of several homes in and around Beth Sholom Synagogue in central Toronto, also being targeted w/ antisemitic vandalism. @CanadianFSWC is in touch w/ @TorontoPolice who are currently investigating. Please contact them w/ any info."
28636465,2021-08-28 20:18:44,melaniejoly,25227444,Mélanie Joly,Liberal,Quebec,The situation at Laurentian University is unacceptable. Francophones in Northern Ontario deserve to have a strong institution by and for the community. @theJagmeetSingh shows us how out of touch he is with the reality on the ground. 1/2
29017308,2021-09-16 20:10:53,JustinTrudeau,14260960,Justin Trudeau,Liberal,Quebec,On a signé des ententes avec huit provinces et territoires. On ne peut pas en rester là. On veut que tout le monde puisse profiter des garderies à 10 $ / jour.
