,created_at,from_user_name,from_user_id,from_user_realname,party,region,text
19447884,2020-07-04 05:38:57,adamSzlapka,507995154,Adam Szłapka,Civic Coalition,,"Z okazji Święta Niepodległości USA życzę wszystkim Amerykanom i wszystkim firmom amerykańskim, działającym w Polsce by nigdy nie stali się obiektem prześladowania ze strony polskich władz. Cc @AdamBielan"
19213794,2020-06-24 21:15:41,mswitczak,1868598290,Mariusz Witczak,Civic Coalition,,"Jednak @AndrzejDuda to ma silny gen podległości. W Polsce czyni gesty wiernopoddańcze wobec Kaczyńskiego, w USA – ma Trumpa..."
19387547,2020-07-01 18:23:54,JanGrabiec,605747501,Jan Grabiec,Civic Coalition,,"Andrzej Duda zbojkotował debatę prezydencką zorganizowaną przez niezależne media. To pokazuje, jak bardzo ta władza nie znosi niezależnosci i że zrobi wszystko, żeby w przyszłości podporządkować sobie wolne media."
18283916,2020-05-19 09:10:07,TomaszSiemoniak,64759001,Tomasz Siemoniak,Civic Coalition,,"Czasy się zmieniają, ale nie aparatczycy... ""Zróbcie coś z tym Kazikiem"". Mógł dodać jeszcze ""Towarzysze, wicie, rozumicie. Pierwszy nie śpi przez waszą listę""."
18789336,2020-06-08 16:02:49,AniskoTomasz,1107260868549664768,Tomasz Aniśko,Civic Coalition,,"Dziś obchodzimy Dzień Cyrku bez Zwierząt❗️
Idąc do cyrku, oczekujecie dobrej zabawy. Zmuszanie zwierząt do nienaturalnych zachowań jak np. tańczenie na podestach, jazda na rowerze czy skakanie przez płonącą obręcz, powodują do ogromne cierpienie u naszych braci mniejszych."
18235147,2020-05-17 08:00:36,WSlugocki,857012935,Waldemar Sługocki????,Civic Coalition,,Dzisiaj mija 7 dzień przetrzymywania niewykorzystanych kart wyborczych przez Jacka Sasina. Czy pasek w TVP zajął już się tym problemem?
18283084,2020-05-19 08:37:50,ZalewskiPawel,523090325,Paweł Zalewski,Civic Coalition,,Aby wygrać wybory niezbędne jest minimum współpracy demokratycznych kandydatów i ich zaplecza. Pierwszym obszarem powinno być uzgodnienie stanowiska odnośnie warunków przeprowadzenia wyborów prezydenckich. Pisaliśmy o tym wcześniej z @kmujazdowski
18542035,2020-05-29 09:48:31,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,"J. Sasin po głosowaniu nad wnioskiem o wotum wobec niego napisał: „Ciężka praca dla PL broni się sama!”
Już bardziej bezczelnie nie można było? 70 mln zł wyrzuconych w błoto jest dla Sasina ciężką pracą dla Polski? Gratuluje poziomu."
18214469,2020-05-16 07:13:17,JarosMichal,130116348,Michał Jaros,Civic Coalition,,"A tymczasem... Po „organizowaniu” wyborów na Prezydenta RP, których nie było Pan Premier @SasinJacek zaczął się zajmować restrukturyzowaniem górnictwa i przemysłu energetycznego. Dajcie mu może lepiej do przepisania te karty wyborcze..."
19035502,2020-06-17 20:36:03,gapinska_e,3254690307,Elżbieta Gapińska,Civic Coalition,,"W TVP Info dogrywka  dla „jedynego słusznego kandydata”, który mówi już kilka minut i podsumowuje debatę. To są „równe szanse” w debacie według standardów telewizji tak zwanej publicznej.Zwycięzcą  debaty był #Trzaskowski2020 .A w  TVP   pytają PAD-a czy czuje się wygranym????"
18788901,2020-06-08 15:44:24,KLubnauer,2279602543,Katarzyna Lubnauer,Civic Coalition,,"Dziś 599 nowych przypadków i nowy rekord dobowy. 

Wychodzimy z trendu poziomego, niestety w górę.

#SzumowskiDoDymisji !"
18625567,2020-06-02 08:25:16,OlekMiszalski,121373807,Aleksander Miszalski,Civic Coalition,,"Tymczasem w kolejnym odcinku #RodzinaNaSwoim:

Spółki z udziałem Life Science Innovations braci Szumowskich otrzymały 2⃣5⃣mln zł dotacji z Narodowego Centrum Badań i Rozwoju???

Czy Szumowski pozostanie Ministrem Zdrowia❓
Dowiemy się w kolejnym odcinku #MafiaPiS"
19030704,2020-06-17 19:26:24,GabaLenartowicz,3341806264,Gabriela Lenartowicz,Civic Coalition,,"Uchodźcy - temat zastępczy. 
Komunia - temat zastępczy. 

Co jeszcze? 

Kiedy poważne pytanie na debacie?"
18701980,2020-06-04 18:12:19,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,"Mamy w Polsce rząd, którego największym sukcesem jest uzyskanie wotum zaufania od własnej partii. Panie premierze Morawiecki! Szacunek! Niebywały sukces!"
19030984,2020-06-17 19:30:02,waldydzikowski,1379122699,Waldy Dzikowski,Civic Coalition,,"Andrzej Duda wygląda na mocno zdenerwowanego. Rafal konkretny, spokojny, merytoryczny - mimo wyjątkowo tendencyjnych pytań od TVPiS.

#Trzaskowski2020 #SilnyPrezydent #debataprezydencka"
18351347,2020-05-21 17:56:23,CichonJanusz,360572667,Janusz Cichoń,Civic Coalition,,"Do polityki trafili wtedy ludzie, którzy chcieli zmieniać świat, pełni pomysłów i energii, zorientowani na pracę dla wspólnego dobra, nie własne korzyści!"
19104376,2020-06-20 11:27:05,PapkePawel,2340473396,Paweł Papke,Civic Coalition,,"Prezydent też człowiek, ukształtowany przez lata przez ludzi, których spotkał na swojej drodze.. 
Dzięki temu, że się nie zamyka na ludzi, rozumie ich problemy...  
#Trzaskowski2020 #SilnyPrezydent #MamyDość"
18435082,2020-05-25 13:52:55,AniskoTomasz,1107260868549664768,Tomasz Aniśko,Civic Coalition,,"?@GoTracz: ""@trzaskowski_ zaakceptował dużo naszych postulatów. Wszystkie one podzielone są na obszary - ochrona przyrody, transformacja energetyczna, ochrona zwierząt, państwo i gospodarka oraz prawa człowieka."""
18692059,2020-06-04 13:17:22,krawczyk_michal,2362525875,Michał Krawczyk,Civic Coalition,,W Lublinie od rana mamy już 1800 podpisów dla @trzaskowski_  Na lubelszczyźnie już 3500. A to zaledwie kilka godzin. Takiej energii nie było od dawna ?Jesteście wspaniali ??✌ #Trzaskowski2020 @trzaskowski2020
18538045,2020-05-29 07:16:55,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,Rząd PiS zbudowany jest symbolach partactwa i nepotyzmu. Do rangi bohaterów urastają w nim ministrowie z konfliktem interesów jak stąd do Alaski lub wyrzucający w błoto 70 mln zł. Jeśli ktoś tam dobrze pracuje musi być uznawany przez kolegów za dziwaka.
18311123,2020-05-20 09:58:22,mswitczak,1868598290,Mariusz Witczak,Civic Coalition,,"Niewykluczone, że wyjdziemy z epidemii jako jeden z ostatnich krajów. Co wtedy PiS powie Polakom? Że rząd czekał z testami na oferty od znajomych? Żeby wydać miliony na testy nie dość, że dużo droższe niż polskie, to jeszcze trefne?!"
18306417,2020-05-20 06:35:02,MJanyska,2724920673,Maria Janyska,Civic Coalition,,"Po PiSie trzeba odbudować całe państwo. Zniszczyli nowoczesność i otwartość. Doprowadzili do wymuszonego politycznego poddaństwa, wprowadzili  cenzurę, zagrabili państwo dla siebie. @trzaskowski_  podejmuje walkę o prawdę, o prawdziwe media publiczne #Trzaskowski2020"
18742986,2020-06-06 10:29:17,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,"Centra zdrowia 75plus, naprawdę @AndrzejDuda? Podpisał Pan #siećszpitali, która zlikwidowała oddziały geriatryczne. Zrobiła z nich internę.  Gdzie Pana wtedy był? #DudaWstyd #MamyDość"
18195537,2020-05-15 12:13:03,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,Wiceminister sprawiedliwości PiS powierza obowiązki pierwszego prezesa SN wiceministrowi spraw zagranicznych PiS. Koledzy z rządu Kaczyńskiego. „Sędziego” opiniowała koleżanka PAD w #neoKRS. Kolega instruktor ministra dostaje 5 mln bez żadnego trybu za lewe maseczki. Koleżeństwo.
19405827,2020-07-02 12:38:39,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,"A. Duda jest wielbicielem USA, Trumpa... Szkoda, ze nie jest wielbicielem amerykańskiej wolności mediow i atakuje TVN, który jest wlasnoscią amerykańskiego koncernu medialnego. Rozumiem, ze Duda z USA preferuje tylko rakiety i samoloty?"
18221782,2020-05-16 13:25:11,MiroslawSuchon,1704377989,Mirosław Suchoń,Civic Coalition,,".#zabawawchowanego dla #PiS to jedynie kolejny powód, aby sprawę zamieść pod dywan. W ustawie #COVID o to zadbano."
19530576,2020-07-07 18:58:30,tzimoch,1978424448,Tomasz Zimoch,Civic Coalition,,"Jacek Gursz - burmistrz Chodzieży, obnażył działania władzy! Brawo za odwagę! Człowiek 2020 roku! Czapki z głów, Panie Burmistrzu! #Chodzież #samorzad #tvn24 #hipokryzjawladzy #pisprzebilGierka"
18327017,2020-05-20 18:25:52,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,"Jak Prezes zaczyna bronić ministra, to znaczy, że nie jest różowo. Ostatnio tak bronili kryształowego Mariana."
18107544,2020-05-12 13:36:13,BartSienkiewicz,1042408388242677761,Bartłomiej Sienkiewicz,Civic Coalition,,"W cieniu kolejnego sejmowego etapu ustalania JAKICHKOLWIEK ram dla wyborów prezydenckich (co samo w sobie jest dowodem kryzysu państwa), w Sądzie Najwyższym  trwa rzeźnia prawa. W roli rzeźnika PiSowski nominat.
Kolejna instytucja ulegająca rozkładowi pod rządami tej formacji."
18106823,2020-05-12 13:13:10,Gasiuk_Pihowicz,3401329131,Kamila Gasiuk-Pihowicz,Civic Coalition,,Andrzej Duda dla własnych korzyści politycznych zaczął psuć mechanizm dobrze działającego SN i na niego spada pełna odpowiedzialność za ten chaos i blokowanie zgodnego z prawem wyboru I Prezesa SN przez ludzi PiS.
19212114,2020-06-24 20:09:16,Dariusz_Jonski,509272614,Dariusz Joński,Civic Coalition,,"Dzięki Andrzejowi Dudzie mamy potwierdzenie tego, że jest możliwość, iż przystąpimy do rozmów, które będą dotyczyć organizacji ustaleń w sprawie spotkania na temat umowy z USA."
18384582,2020-05-23 06:43:17,MarekRzasa1,1157185489,Marek Rząsa,Civic Coalition,,"Narodziła się nowa świecka i partyjna tradycja. 
Od teraz hochsztaplerom i rodzinnym cwaniakom będę wręczane ordery.
#wystarczyniekraść"
19253022,2020-06-26 10:21:51,MJanyska,2724920673,Maria Janyska,Civic Coalition,,"Manipulacje wyborcze za granicą⁉️Takich info jak ta z Londynu ?jest b.dużo?Nie dostaliśmy do dzisiaj kart wyborczych,konsulat niby ma przyjmować przesyłki aż do niedzieli ale jak wysłać skoro poczta od pn do pt a konsulat ogłosił ze nie można przynosić osobiście..."
19032743,2020-06-17 19:53:23,ikatarasinska,881775738,Iwona Śledzińska-Katarasińska,Civic Coalition,,"Ale kompromitacja TVP- PiS ta debata. Prezes napisał pytania, Prezydent nauczył się odpowiedzi a Jacek Kurski po prostu dał ciała. Nie ma/ póki co- odpukać przełomu/Oby tak dalej."
18578572,2020-05-30 19:45:17,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,"Spot PiS powinien nazywać się: „Kasa, nie kłótnie”! Są mistrzami w dojeniu państwa. #AferaSzumowskiego"
18230955,2020-05-16 21:10:46,JanGrabiec,605747501,Jan Grabiec,Civic Coalition,,"Każdy prowokator czy szaleniec, który odważy się podnieść rękę przeciw władzy, niech będzie pewny, że mu tę rękę władza odrąbie."
19501342,2020-07-06 17:58:31,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,„Niemiecki kandydat” czyli #WiadomościTVPiS na cztery dni przed ciszą wyborczą. Tyrają w kampanii dniami i nocami za te #2miliardy❗️❗️❗️
18526851,2020-05-28 17:47:57,LasekMaciej,1077726788,Maciej Lasek,Civic Coalition,,"Do czego prowadzi polityczne zaślepienie #PiS?
W art.47 ust.1 było odwołanie do ... art.47 ust.1 (zamiast do art.46 ust.1). Klub Koalicji Obywatelskiej złożył poprawkę usuwającą ten błąd. PiS zagłosował przeciw.
Jak widać błąd #PiS ma według nich stawać się obowiązujacym prawem!"
18390231,2020-05-23 11:48:40,KLubnauer,2279602543,Katarzyna Lubnauer,Civic Coalition,,"W sprawie naszej wczorajszej dyskusji w Forum. @AKlarenbach 
Tak, głowa Kurskiego, jako Prezesa była elementem umowy. Wiedzą to nawet prawicowi komentatorzy.  
Prezydenta Dudę wystrychnięto na dudka."
19381323,2020-07-01 15:17:51,MWielichowska,2248939558,Monika WIELICHOWSKA,Civic Coalition,,Dziś z przedstawicielami  Polskiej  Izby Techniki Estradowej i Izby Gospodarczej Menedżerów Artystów Polskich apelowaliśmy do rządu o wsparcie branży muzycznej.  #otwieramykoncerty
19268102,2020-06-26 19:56:08,MichalSzczerba,58919878,Michał Szczerba,Civic Coalition,,"Dlaczego bank udzielający kredytu został zakryty? Dlaczego waluta, w której została udzielona została zakryta? To informacje, które powinny być jawne. Dlaczego znowu kłamią? @AndrzejDuda"
18393124,2020-05-23 13:44:51,ArkadiuszMyrcha,58348751,Arkadiusz Myrcha ✌️,Civic Coalition,,"Symbolicznie na ręce @jbrudzinski , szefa wszystkich szefów sztabowych PiS, pragnę złożyć podziękowania za decyzje i działania z ostatnich tygodni. PAD musi być zachwycony ?
Drodzy Państwo, oby więcej!"
19189262,2020-06-24 04:57:13,TomaszSiemoniak,64759001,Tomasz Siemoniak,Civic Coalition,,"Dzień jak co dzień. 4 dni przed wyborami prezydent Duda opuszcza Polskę. Nawet wizyta w zaprzyjaźnionej i sojuszniczej stolicy nie może być ważniejsza niż obecność teraz w kraju. To nie jest ""prezydent polskich spraw"". To delegat partii desperacko chwytający się cudzej brzytwy."
19034434,2020-06-17 20:18:17,waldydzikowski,1379122699,Waldy Dzikowski,Civic Coalition,,"Andrzej Duda jest już kompletnie oderwany od rzeczywistości. Pomóżmy mu zejść na ziemię. Dajmy mu dużo czasu do odpoczynku po 6 sierpnia.

#debataprezydencka"
18687519,2020-06-04 11:05:35,BartSienkiewicz,1042408388242677761,Bartłomiej Sienkiewicz,Civic Coalition,,"Trwa w Sejmie lanie betonu przez PMM na najtwardszy elektorat PiS. Chyba wyszło z badań, że elektorat się rozchodzi na miesiąc przed wyborami prezydenckimi."
19506471,2020-07-06 20:17:02,M_K_Blonska,2280346687,M. Kidawa-Błońska,Civic Coalition,,Andrzej Duda nie chciał zmierzyć się z Rafałem Trzaskowskim w prawdziwej debacie. Rafał Trzaskowski zmierzył się więc z pytaniami zadanymi przez wiele różnorodnych redakcji. Zdecydowany i merytoryczny #SilnyPrezydent Brawo? #ArenaPrezydencka
18840648,2020-06-10 13:47:26,AniskoTomasz,1107260868549664768,Tomasz Aniśko,Civic Coalition,,"? Po pierwsze - art. 32 Konstytucji RP mówi, że równość wobec prawa dotyczy wszystkich osób bez wyjątku. Dlatego należy dostosować pozostałe prawodawstwo, aby tę równość - w myśl polskiej Konstytucji - zapewnić również osobom LGBT+. 

#LGBT"
18686539,2020-06-04 10:45:16,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,"Morawiecki w jednym z najbardziej populistycznych wystąpień pyta: „czego potrzebują Polacy? I sam odpowiada: „skuteczności, sprawiedliwości...”
Skuteczni jak transport maseczek z Chin Antonowem? Czy jak zakup maseczek od narciarza? Czy może jak 70 mln w błoto Sasina?"
19407833,2020-07-02 13:54:08,KLubnauer,2279602543,Katarzyna Lubnauer,Civic Coalition,,"Na końcu za nowe podatki i tak zapłaci „Kowalski” w kosztach zakupów. 

Uprzedzaliśmy przy bankowym,  ostrzegam przy opodatkowaniu hipermarketów. Płaci klient.

#wetoPodatkowe"
18338743,2020-05-21 09:20:28,WZembaczynski,2451775295,Witold Zembaczyński,Civic Coalition,,"Kaczyński: @SzumowskiLukasz jest „ikoną walki z pandemią” @pisorgpl ma tych ikon na pęczki
@AndrzejDuda - ikona niezależności Urzędu Prezydenta 
#Zaradkiewicz- ikona niezawisłości sędziowskiej 
@KurskiPL - ikona rzetelności dziennikarskiej 
#Banaś - ikona urzędniczej uczciwości"
18566764,2020-05-30 09:16:52,f_sterczewski,779992056,Franek Sterczewski,Civic Coalition,,"W Poznaniu i innych miastach też pojawia się coraz więcej ogródków gastro. A każdy jeden, to korzyść dla przedsiębiorcy, klienta i jakości przestrzeni publicznej. ???☕️"
18106843,2020-05-12 13:13:48,Gasiuk_Pihowicz,3401329131,Kamila Gasiuk-Pihowicz,Civic Coalition,,"Czegokolwiek ten prezydent i rząd się nie dotkną to wprowadzają chaos. 

Tak było z Trybunałem Konstytucyjnym, tak jest z wyborami, tak jest z Sądem Najwyższym. 

Najgorsze jest to, że cenę niekompetencji Dudy, Morawieckiego i spółki zapłacimy wszyscy."
18488960,2020-05-27 14:10:42,gapinska_e,3254690307,Elżbieta Gapińska,Civic Coalition,,"To żenujące, że liderzy prawicy mienią się obrońcami   Konstytucji, którą łamali.Prezes PIS z koalicjantami obwiniają opozycję (powinni siebie) za sytuację związaną z wyborami.Kaczyński twierdzi że wykorzysta wszystkie środki, aby wybory były 28 czerwca.Czyli co chce zrobić?"
18406027,2020-05-24 07:22:46,joannakluzik,904085023,Joanna Kluzik,Civic Coalition,,"Krzysztof, nie pij z rana. Jak można takie kocopały wypisywać? Kto ma w to uwierzyć? Jaka sprawiedliwa („mój ból..”), jaka bezpieczna (szaleństwa Antoniego i dewastacja armii), jaka zgoda (budujecie głębokie podziały od pierwszego dnia rządzenia)."
19033202,2020-06-17 20:01:17,tzimoch,1978424448,Tomasz Zimoch,Civic Coalition,,Nigdy więcej debaty w takiej telewizji jak obecna tvp! Kompromitacja! Zaprzeczenie mediów publicznych. #Trzaskowski2020 #koalicjaobywatelska
18687558,2020-06-04 11:06:31,KLubnauer,2279602543,Katarzyna Lubnauer,Civic Coalition,,"Atak paniki? 
PiS chce przykryć debatę nad wotum nieufności dla Szumowskiego. Podsumowanie gigantycznego konfliktu interesów, kręcenia lodów na pandemii przez znajomych władzy. Stad to wotum dla rządu.

#MamyDość takiej władzy, dlatego 28 czerwca zagłosujemy na @trzaskowski_ ‼️"
18610628,2020-06-01 14:43:48,JanGrabiec,605747501,Jan Grabiec,Civic Coalition,,"Co trzeba mieć w głowie, aby wykorzystać taki dzień do hejtu. Prostak, który niestety jest wicemarszałkiem Sejmu ?"
19108302,2020-06-20 14:28:54,MKierwinski,308367619,Marcin Kierwiński,Civic Coalition,,"A. Duda codziennie powtarza Polakom, że chce by żyło się im tak jak na Zachodzie. Dziwne, ze on i Kaczyński robią wszystko, by w Polsce było dokładnie tak jak na Wchodzie... I to przed 1989r."
18934139,2020-06-14 15:11:58,barbaraanowacka,291740186,Barbara Nowacka,Civic Coalition,,"Hej, Panie @AndrzejDuda, pytanie do Pana.
Pan spokojnie odpisze zamiast wykrzyczeć. I nie bedzue wtedy trzeba kręcić że wyrwane z kontekstu albo przeinaczone."
19201362,2020-06-24 13:11:56,Gasiuk_Pihowicz,3401329131,Kamila Gasiuk-Pihowicz,Civic Coalition,,"A.Duda swoim podpisem wprowadza właśnie w życie PiSowski program „Więzienie+” - tak można byłoby podsumować zmiany kodeksu karnego. Zostały upchnięte przez obecną władzę w najnowszej odsłonie tzw. „Tarczy 4.0”, która coraz bardziej zaczyna przypominać wysypisko prawnych śmieci."
18945372,2020-06-15 06:58:41,DariuszRosati,1249486668,Dariusz Rosati,Civic Coalition,,"Sam fakt że prezydent RP musi sie tłumaczyć przed zagranicznymi agencjami jest upokarzający dla Polski. Gorzej, że te tłumaczenia są śmieszne, bo w świat poszła już kompromitująca wypowiedz Dudy o #LGBT. 
 @AndrzejDuda kolejny raz udowadnia że nie dorósł do funkcji głowy państwa."
18351379,2020-05-21 17:57:33,Gasiuk_Pihowicz,3401329131,Kamila Gasiuk-Pihowicz,Civic Coalition,,"W sytuacji braku publikacji uchwały PKW i ogłoszenia daty wyborów - jeśli wybory prezydenckie porównalibyśmy do piłkarskiego meczu- to PiS pozwolił wybiec na boisko tylko własnej drużynie, a mimo, że mecz trwa, to drużynie R. Trzaskowskiego odmawia wciąż praw wejścia na boisko."
19006922,2020-06-17 05:56:49,DariuszRosati,1249486668,Dariusz Rosati,Civic Coalition,,"Przetłumaczę z Karnowskiego na polski: wszyscy, których przekupiliśmy 500+, 13-tą emeryturą, posadami w spółkach SP, obniżonym wiekiem emerytalnym, 5-kami Kaczyńskiego, itp, muszą się ruszyć. 
Zostawcie ludzi w spokoju. Niech zagłosują zgodnie z sumieniem."
19290161,2020-06-27 20:20:45,LasekMaciej,1077726788,Maciej Lasek,Civic Coalition,,"Mam pytanie do lotników, w szczególności latających w linii. Czy wprowadzenie kar finansowych i dyscyplinarnych za przekroczenia i odejścia od SOP jest zgodne kulturą bezpieczeństwa?"
18877067,2020-06-11 20:10:52,TomaszSiemoniak,64759001,Tomasz Siemoniak,Civic Coalition,,"Politycy PiS, którzy nie zauważają, że żołnierze USA są w Polsce od 2012 (AD w Łasku) i w dużej skali od 2014, a w latach 2008-2012 zawarto umowy o budowie tarczy USA w Redzikowie po prostu oszukują. Czego się spodziewać po ministrze obrony od odrapanych ""ławek niepodległości""?"
18427481,2020-05-25 07:35:14,ikatarasinska,881775738,Iwona Śledzińska-Katarasińska,Civic Coalition,,"Premier zapatrzył się na Prezesa ,uznał że wszystko mu wolno i wybrał się na pierogi w towarzystwie trzech obcych mu osób. Teraz tłumaczy, że nie wiedział o własnym zakazie takich spotkań.Pytanie czy wie , że to wszystko czym nas karmi od miesięcy to kłamstwo..."
18144182,2020-05-13 16:28:28,BartSienkiewicz,1042408388242677761,Bartłomiej Sienkiewicz,Civic Coalition,,"To, że dla Kaczyńskiego, po bez mała 5 latach jego rządów, nadal celem ataków jest @donaldtusk świadczy o głębokim lęku, że kiedyś Tusk wróci i odbierze mu tę operetkową  władzę (""Król Ubu""). Nie wiem czy to realne, ale wiem, że to jedyna postać, której Kaczyński się wciąż boi."
19061327,2020-06-18 17:23:14,ArkadiuszMyrcha,58348751,Arkadiusz Myrcha ✌️,Civic Coalition,,"Kantar dla „Faktów”:

Duda - 40
Trzaskowski - 32
Hołownia - 10
Bosak - 7
WKK - 3
Biedroń - 2

II tura
Duda vs Trzaskowski - po 48%
#Trzaskowski2020"
19218271,2020-06-25 06:27:37,ZalewskiPawel,523090325,Paweł Zalewski,Civic Coalition,,"A jednak w Białym Domu coś się stało. Polska zamiast mediować w konflikcie USA-Niemcy,wzięła stronę USA. Trump nie odpłacił za to spodziewaną przez PiS decyzją wojskową. Mimo to w zamian za poparcie Dudy w wyborach otrzymał deklarację zakupu technologii do elektrowni jądrowej"
19203761,2020-06-24 14:36:09,AniskoTomasz,1107260868549664768,Tomasz Aniśko,Civic Coalition,,"✅ Czas na rzetelną edukację klimatyczną❗️

⚠️ Na pewno pamiętacie, jak niedawno interweniowaliśmy w sprawie filmu na platformie edukacyjnej MEN, w którym wskazywano na ""pozytywne skutki globalnego ocieplenia"". Po naszej interwencji MEN zapowiedziało wymianę materiałów."
18874783,2020-06-11 18:39:55,MJanyska,2724920673,Maria Janyska,Civic Coalition,,"Nie ma to jak ładować akumulatory z rodziną?@trzaskowski_ życzę dużo sił, bo w wielu miejscach ludzie liczą na Twoją wizytę ? ✌️#Trzaskowski2020"
18432775,2020-05-25 11:58:48,tzimoch,1978424448,Tomasz Zimoch,Civic Coalition,,"Rzecznik warszawskiej policji mówiąc o zatrzymaniach w stolicy, sprawia wrażenie, że jest jednocześnie policjantem, prokuratorem i sędzią."
18231061,2020-05-16 21:17:23,f_sterczewski,779992056,Franek Sterczewski,Civic Coalition,,"Przyjdzie dzień, w którym słuchacze i słuchaczki, oraz ludzie radia odzyskają Trójkę i inne stacje z rąk polityków, oraz że hejterskie media narodowe znów kiedyś będą kulturalne i publiczne. To tylko kwestia czasu.✌️"
18989506,2020-06-16 14:04:18,JanGrabiec,605747501,Jan Grabiec,Civic Coalition,,"Apelujemy do sztabu Andrzeja Dudy o powstrzymanie spirali przemocy. Najpierw nienawistne słowa polityków PiS i szczucie w TVP, a teraz agresja fizyczna. Zatrzymajcie to szaleństwo @AndrzejDuda @AdamBielan @jbrudzinski"
19540647,2020-07-08 08:48:49,mswitczak,1868598290,Mariusz Witczak,Civic Coalition,,"Jakie to ma znaczenie, że @AndrzejDuda mówi, że jest przeciwnikiem pratwatyzacji lasów, skoro daliście zgodę na degradację środowiska i wycinkę puszczy w pień!"
