,created_at,from_user_name,from_user_id,from_user_realname,party,region,text
10593738,2019-04-10 01:08:28,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,"Health Dept officials won’t deny reports that Budget left out 10,000 extra home care packages for the elderly. Looks like Morrison’s fake surplus is built on underfunding aged care, as well as NDIS cuts. #Estimates"
10082277,2019-03-19 03:40:48,TimWattsMP,14294400,Tim Watts MP,Australian Labor Party,"Gellibrand, Victoria",Great news for #Melbswest in the context of Labor’s $1 billion commitment to developing Australia’s hydrogen industry.
10929865,2019-04-30 22:22:46,emmahusarmp,112383045,Emma Husar,Australian Labor Party,"Lindsay, New South Wales","The NDIS we fought for and won was NEVER meant to look like this EVER. I’m sorry Angus, this isn’t how it was supposed to turn out you deserve better #auspol"
11282708,2019-05-16 20:41:55,GrahamPerrettMP,251976625,Graham Perrett,Australian Labor Party,"Moreton, Queensland",#Walkhighlights Valerie - Amy Winehouse; I Wish I Never Saw the Rain - Beth Orton; Top of the World - Dixie Chicks; What To Do? - Mary-Jo Star; The Living Kind - Ups &amp; Downs; Piece of My Heart - Jenny Morris; Back On Top - Van Morrison; Man O’Sand to Girl O’Sea - The Go-Betweens
10136169,2019-03-21 05:25:58,Bowenchris,150856088,Chris Bowen,Australian Labor Party,"McMahon, New South Wales","But both @ScottMorrisonMP &amp; @JoshFrydenberg have ensdorsed the analysis. They don’t like what the Treasury has told them so they go with the dodgy analysis with silly assumptions instead, because that supports their ridiculous scare campaign."
10109127,2019-03-20 07:41:34,fitzhunter,147869440,Joel Fitzgibbon,Australian Labor Party,"Hunter, New South Wales",Isn’t Barnaby Joyce in Gov’t? Wasn’t he the DPM and a Minister for 4 years? Why didn’t he build dams when he had the chance?  Only Labor Governments build efficient water infrastructure projects #skynews #auspol
10447134,2019-04-03 10:58:07,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,Labor just moved &amp; won a disallowance motion in the senate to stop the #Morrison govt &amp; others from using $22million of taxpayers dollars for their own political advertising. #nointegrity #votethemout #election2019 #auspol
11234162,2019-05-15 06:35:32,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,And it goes on and on. Liberals &amp; Nationals in crisis. Chaos reigns! “winter is coming” #auspol #politas #ausvotes2019
10593039,2019-04-09 22:41:45,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,"More than 16,000 Australian's that we know of have been forced into residential aged care early because they have not been able to secure an aged care package #auspol #politas #agedcare"
10674839,2019-04-16 04:24:12,Bowenchris,150856088,Chris Bowen,Australian Labor Party,"McMahon, New South Wales",Pretty desperate stuff from a Treasurer Josh. We've updated the website - that's it. Any information on your $40 billion of school and hospitals cuts to pay for your high end tax cuts?
11234651,2019-05-15 07:04:07,SwannyQLD,267570919,Wayne Swan,Australian Labor Party,"Lilley, Queensland",The Fair Go has never been in more jeopardy because of the rising power of vested interests like Clive Palmer. This poison has infected our politics and is seeping into our economy. Only a vote for @billshortenmp and @AustralianLabor can stop the rot. #auspol #australiavotes2019
10792877,2019-04-24 00:16:06,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,"The LNP has done nothing to stop rampant casualisation in regional Qld. Labor will stop employers wrongly treating permanent workers as casuals, and we’ll change the law to allow casuals to request permanent work."
11259224,2019-05-16 03:47:16,BOConnorMP,611598902,Brendan O'Connor,Australian Labor Party,"Gorton, Victoria","Inanities and cliches aside, his only plan is to cut funding to schools and hospitals and give tax giveaways to millionaires, multinationals and his mates in the top end of town 🎩"
11232571,2019-05-15 03:44:39,CatherineKingMP,47273818,Catherine King MP,Australian Labor Party,"Ballarat, Victoria",Three days out from an election and the Liberals and Nationals are back to doing what they do best: fighting each other.
10184031,2019-03-22 20:59:28,GrahamPerrettMP,251976625,Graham Perrett,Australian Labor Party,"Moreton, Queensland","#Walkhighlights Alone Amongst The Savages -Weddings Parties Anything; Foggy Mountain Breakdown -Earl Scruggs; Pianos And Clocks -Aztec Camera; She's So Fine -The Easybeats; Non, Je Ne Regrette Rien - Edith Piaf; He Never Mentioned Love - Kirsty MacColl; Essence - Lucinda Williams"
10856119,2019-04-26 21:48:24,SwannyQLD,267570919,Wayne Swan,Australian Labor Party,"Lilley, Queensland",A re-elected LNP will be at the mercy of Tony Abbott &amp; his extremist cronies Clive Palmer &amp; Pauline Hanson it’s a recipe for cuts &amp; chaos &amp; the last 6 years prove it. #auspol #ausvotes
10676457,2019-04-16 07:02:49,RobMitchellMP,198056642,Rob Mitchell,Australian Labor Party,"McEwen, Victoria",Hey @GregHuntMP calling me to ask me to vote for you is not going to happen.  Im backing @sinclair_josh because I want to see a fair go for Flinders.  FYI Im 98.4 km away for your electorate .   #auspol2019
11209228,2019-05-14 07:01:12,RossHartMP,735962595555823616,RossHartMP,Australian Labor Party,"Bass, Tasmania","How out of touch can you be? Oh, what about saying that no one needs an increase to Newstart because more money will not be of assistance to the unemployed?"
10414787,2019-04-02 06:13:47,RobMitchellMP,198056642,Rob Mitchell,Australian Labor Party,"McEwen, Victoria",Actually champ removing the cap means people will actually get their plans done quicker and access to the equipment and services they need.  This is what people with disabilities told us at our forum.
11241570,2019-05-15 12:00:17,BrianMitchellMP,16663973,Brian Mitchell MP,Australian Labor Party,"Lyons, Tasmania","Labor's $20 million commitment for a Plenty Link Road freight corridor and a $5 million commitment to Mt Field infrastructure will help the Derwent Valley recover from the summer bushfires, and grow forestry/freight jobs and tourism."
10837674,2019-04-26 05:33:41,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,"The pitiful 1,600 new apprenticeships announced today are only about 1/100th of the 150,000 the LNP has cut in the last 6 years. Don’t be fooled into thinking they care about working people."
11265623,2019-05-16 10:01:59,SenKimCarr,711691441,Kim Carr,Australian Labor Party,Victoria,"Today, the labour movement has lost an extraordinary leader. It's sad that Bob has not had an opportunity to see Bill Shorten as the next Labor Prime Minister, leading the next generation Labor government. Bob campaigned right to the end."
11285512,2019-05-16 23:03:52,AlboMP,254515782,Anthony Albanese,Australian Labor Party,"Grayndler, New South Wales","About to chat to @TheTodayShow live from outside the Unity Hall Hotel in Balmain, venue of 1st @NSWLabor meeting in 1891 about the legacy of Bob Hawke"
10106609,2019-03-20 00:29:54,TimWattsMP,14294400,Tim Watts MP,Australian Labor Party,"Gellibrand, Victoria",Wilson calls himself a 'modern Liberal'. As does @DaveSharma and @Katie4Higgins. Will they show leadership and add their voices to this call and fight for modern Australia?
10465598,2019-04-04 03:02:06,Josh4Freo,785375839965683712,Josh Wilson,Australian Labor Party,"Fremantle, Western Australia","Exactly what I’ve been saying ...
Yet govt has no plan to address fuel insecurity or support transport energy innovation.
#auspol"
10161051,2019-03-21 21:39:33,Tony_Burke,22887941,Tony Burke,Australian Labor Party,"Watson, New South Wales","Given the primary vote One Nation receives the issue of preferences is straightforward. You either put them last or you help put them in parliament. Labor puts One Nation last. John Howard used to put One Nation last. Morrison won’t tell you what he’ll do.
#auspol @theprojecttv"
10418381,2019-04-02 09:13:00,JEChalmers,258124400,Jim Chalmers MP,Australian Labor Party,"Rankin, Queensland",BREAKING: New numbers confirm net debt has more than doubled on the Liberals’ watch – up from $175b in 2013 to  $373.5b in the Budget #auspol #sharethefacts
11147794,2019-05-11 00:45:38,kimbakit,20494141,Kimberley Kitching 🇦🇺,Australian Labor Party,Victoria,"When your “trust me, we’ll cut power prices” pledge leaves you looking like a big fibber who thinks the entire voting population are idiots. 
 ""Fantastic. Great move. Well done Angus.""
#auspol #ausvotes"
11206873,2019-05-14 01:15:11,billshortenmp,137198586,Bill Shorten,Australian Labor Party,"Maribyrnong, Victoria",What an honour for the 23 players who will represent Australia on the world's biggest stage in France next month. @TheMatildas will make us all proud and inspire the next generation of female athletes. #GoMatildas
10603022,2019-04-10 12:09:11,jennymcallister,44288405,Senator Jenny McAllister,Australian Labor Party,New South Wales,"If the Liberals truly believed in their budget, they’d have their senior economic officials turn up to explain it. #auspol"
10465513,2019-04-04 02:25:54,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,"Train wreck 🚂 Murray Darling needs more than rain, try regulation $$$$ and a govt which really cares about its future health #auspol #election2019"
10418102,2019-04-02 09:03:26,JEChalmers,258124400,Jim Chalmers MP,Australian Labor Party,"Rankin, Queensland","BREAKING: The Budget in summary:
1. Slowing growth
2. Record debt
3. Stagnant wages
#auspol #sharethefacts"
10230101,2019-03-25 09:07:14,StephenJonesMP,284933456,Stephen Jones MP,Australian Labor Party,"Whitlam, New South Wales","The Coalition have proposed 11 energy policies in 5 years. None of them got through their own Party Room. 

Now Big Stick Boy wants to poke his chest out ... 👇🏼"
10555222,2019-04-08 10:27:38,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,"Congratulations, good luck &amp; best wishes as Labor’s candidate for Curtin. It would be terrific to have you back in Canberra #auspol @walabor #election2019"
11100997,2019-05-09 04:58:24,CatherineKingMP,47273818,Catherine King MP,Australian Labor Party,"Ballarat, Victoria","Will $77 billion worth of Coalition tax cuts go to people earning more than $180,000?
SPOILER ALERT: Yes. Yes it will."
11125439,2019-05-10 00:41:46,GrahamPerrettMP,251976625,Graham Perrett,Australian Labor Party,"Moreton, Queensland",Hey @MINI are you having power steering issues with any models at the moment? My mechanic tells me so and our car is less than four years old.
10771644,2019-04-22 22:31:00,GrahamPerrettMP,251976625,Graham Perrett,Australian Labor Party,"Moreton, Queensland",Happy St George’s Day AND Shakespeare’s birth/death-day to all who like to acknowledge such significant milestones. @Wwm_Shakespeare @NRL_Dragons
10896247,2019-04-29 11:11:11,JoanneRyanLalor,1631812358,Joanne Ryan MP,Australian Labor Party,"Lalor, Victoria","Twitter tells me @billshortenmp won the #debate 👏👏👏👏 and @MathiasCormann won the biggest loser. The ad man, the con man and the creepy guy. #auspol"
10891298,2019-04-29 06:06:05,MerylSwanson,1586960762,Meryl Swanson MP,Australian Labor Party,"Paterson, New South Wales","If you’re looking for Rutherford pre-poll, we’re right next door to Ritchies IGA. You can pop down between 8:30 and 5:30 everyday this week to vote - just don’t forget to put a #1 in the box next to “Meryl Swanson”."
10570889,2019-04-09 04:08:12,AnthonyChisholm,108922449,Anthony Chisholm,Australian Labor Party,Queensland,🤷‍♂️ I did the exact opposite &amp; said it would be ridiculed. Which is so far looking pretty much 🎯
10410702,2019-04-01 20:58:23,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,Making childcare a tax deduction is anti women as women are clustered in low income brackets so would receive the least benefit. Better to have targeted subsidies which focus on low income earners. This is Labor’s policy #auspol #election2019
11081778,2019-05-08 10:27:02,andrewjgiles,713582779,Andrew Giles MP,Australian Labor Party,"Scullin, Victoria","Very proud tonight of @justinekeay - speaking calmly and with passion about @AustralianLabor’s plans for real change in her community and for the country. After @theadvocatetas forum, it’s clear she’s the only choice to represent #Braddon in our parliament. #AusVotes19"
10491637,2019-04-04 23:23:58,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,Scullion in #estimates cannot tell me ONE NEW aged care initiative in the #Budget2019 that has not already been announced. This Govt all smoke and mirrors #shame #auspol #politas
10909722,2019-04-30 04:45:15,AlboMP,254515782,Anthony Albanese,Australian Labor Party,"Grayndler, New South Wales",On route to Launceston to launch the Campaign of my friend @RossHartMP the hard working and effective Member for Bass #Tasmania
10082081,2019-03-19 02:18:43,StephenJonesMP,284933456,Stephen Jones MP,Australian Labor Party,"Whitlam, New South Wales","I love it when the Coalition, who have had 11 energy policies in 6 years, try to mount an attack on Labor. 

Stick to what you’re good at. Wrecking your own party’s policies."
11081920,2019-05-08 10:33:56,andrewjgiles,713582779,Andrew Giles MP,Australian Labor Party,"Scullin, Victoria",A lovely thing at @theadvocatetas forum - both candidates expressing their personal regard for each other through a contested policy debate. As it should be. #AusVotes19
10107080,2019-03-20 02:05:09,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,Congratulations @SenatorWong I’m so glad you’re our leader in the senate and a member of Labor’s leadership team #auspol #election2019 #pennywong
10065159,2019-03-18 10:45:08,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,Outrageous❗️What next? Out of touch and so out of their depth. #BringItOn #ElectionNow #auspol #politas
10997880,2019-05-04 06:13:09,markdreyfusQCMP,4846185439,Mark Dreyfus,Australian Labor Party,"Isaacs, Victoria","The vandalism of @JoshFrydenberg’s posters is abhorrent. There is no place for anti-semitism in political discourse, or in Australia."
10974673,2019-05-02 22:26:18,TimWattsMP,14294400,Tim Watts MP,Australian Labor Party,"Gellibrand, Victoria","Scott Morrison’s week:

🤹‍♀️ Preference deals with chaotic &amp; dysfunctional minor parties
🤹‍♀️ 7 Lib candidates caught out for homophobia, islamophobia or misogyny
🤹‍♀️ Losing 3 candidates to chaotic &amp; dysfunctional vetting
🤹‍♀️ Lying about referral of fake hacking allegations to the AFP"
11147971,2019-05-11 01:30:54,andrewjgiles,713582779,Andrew Giles MP,Australian Labor Party,"Scullin, Victoria","I’m at South Morang prepoll where the Liberals are still handing out how to vote cards for their ‘resigned’ candidate. Keeping to their standards! What a joke the Victorian Liberals have become. 
#auvotes19"
10951617,2019-05-01 20:38:57,GrahamPerrettMP,251976625,Graham Perrett,Australian Labor Party,"Moreton, Queensland","#Walkhighlights bush-kneed curlew; You are My World - The Communards; Is That Love - Squeeze; Middle of the Road - The Pretenders; Lido Shuffle - Boz Scaggs; Up for Air; Say the Word - Weddings, Parties, Anything; Girl - The Beatles; The Night Hank Williams Came to Town - J Cash"
10593734,2019-04-10 01:08:02,JulieCollinsMP,812382313,Julie Collins,Australian Labor Party,"Franklin, Tasmania",Fantastic news but highlights again lack of services in Tassie with no clinic left in our state. With Greg Hunt in Tassie today he should explain why women in our state still can’t affordably these services in Tasmania. #politas
10956318,2019-05-02 06:35:09,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,OMG. One Nation is doubling down on their sexist Leichhardt candidate who “jokes” about using Aboriginal people as croc bait.  #auspol #ausvotes
10212950,2019-03-24 10:46:29,emmahusarmp,112383045,Emma Husar MP,Australian Labor Party,"Lindsay, New South Wales","When is it the appropriate time to start the process of migrating to New Zealand?

1. Before Mark Latham takes his seat and starts to run his mouth.

2. Or cling to existential hope/optimism that he won’t be a racist 💩head in office?"
10912999,2019-04-30 08:55:36,TimWattsMP,14294400,Tim Watts MP,Australian Labor Party,"Gellibrand, Victoria",I guess we know why the Libs won’t sign the Parliamentarians' Code of Race and Cultural Ethics that @markdreyfusQCMP invited them to agree to earlier this year...
10303526,2019-03-27 23:39:40,MichaelDanbyMP,1355670182,Michael Danby MP,Australian Labor Party,"Melbourne Ports, Victoria",Someone else is on the One Nation sauce apart from Pauline Hanson’s Svengali James  #Ashby @PNSlipper @fitzhunter  @J_C_Campbell  @SenRaffCiccone @Senator_Assange #auspol
10083472,2019-03-19 07:10:50,KateEllisMP,22753831,Kate Ellis,Australian Labor Party,"Adelaide, South Australia","I know there have been many recent articles about the dangers of mum’s drinking habits these days. I have decided after my day today though &amp; when I don’t have any, that I am firmly in the camp that parenting is often better with wine"
11030592,2019-05-06 02:55:52,ALeighMP,322866759,Andrew Leigh,Australian Labor Party,"Fenner, Australian Capital Territory","At the Treasurer’s debate at @PressClubAust, Josh Frydenberg is invited to outline his economic plan for the next decade. He instead gives an answer entirely attacking Labor (Labor Labor Labor). #auspol #ausvotes"
10469637,2019-04-04 08:37:32,JoanneRyanLalor,1631812358,Joanne Ryan MP,Australian Labor Party,"Lalor, Victoria",Proud that Labor will get the NDIS back on track - this is what Labor governments are all about. #budgetreply #auspol @AustralianLabor
10147001,2019-03-21 13:14:38,linessue,133599328,Senator Sue Lines,Australian Labor Party,Western Australia,Shows how out of touch #Abbott is. These little libraries are all over our communities. I swap my books in my local one often #votehimout #outoftouch #auspol
10185913,2019-03-22 22:47:28,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,Good luck to @michaeldaleyMP and all my @NSWLabor comrades today! Schools not stadiums! #NSWVotes2019
11078688,2019-05-08 08:13:45,Bowenchris,150856088,Chris Bowen,Australian Labor Party,"McMahon, New South Wales","The modern Liberal Party, where you get disendorsed for saying @RichardMarlesMP is a good bloke, but this stuff is OK..."
11101872,2019-05-09 06:13:15,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,Another example of Scott Morrison lying. Morrison can not be trusted. #ITrustBill #auspol #politas #AusVote2019
10980420,2019-05-03 09:10:43,JoanneRyanLalor,1631812358,Joanne Ryan MP,Australian Labor Party,"Lalor, Victoria",ScoMo says give me a great teacher over a school hall - mmm - but his exclusive building fund for independent and catholic schools says something different. #ausvotes19
10549649,2019-04-08 02:43:57,kimbakit,20494141,Kimberley Kitching 🇦🇺,Australian Labor Party,Victoria,Inner-city Elwood🏖️property owner National Party Sports &amp;🛫Rorts Minister @senbmckenzie slammed by Government MPs for slopping out money💰 intended for fitness🤸‍♀️programmes to shooters🔫groups she's tried to buy off &amp; cultivate despite her inner-city-slicker🥳lifestyle #auspol
10626896,2019-04-11 11:02:34,LMChesters,96088711,Lisa Chesters MP,Australian Labor Party,"Bendigo, Victoria",“For an adult to see a GP in Moranbah it’s $75 a visit. Sure there’s a #Medicare rebate but it’s not $75.” Moranbah community forum with Labor’s @RRobertson_ALP. The out-of-pocket costs of healthcare hurt regional communities #ausvotes19
10759329,2019-04-22 08:25:24,Tony_Burke,22887941,Tony Burke,Australian Labor Party,"Watson, New South Wales",Barnaby is missing the fact that the Qld Govt had nothing to do with the price negotiation. @RNDrive #auspol #watergate
10997081,2019-05-04 01:51:52,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,"Labor will act on climate change, protect the environment &amp; hand on a better deal for the next generation. The chaotic Liberals only care about themselves &amp; handing on a better deal for the top end of town. #politas #auspol #AUSVote19"
10719664,2019-04-18 22:07:48,emmahusarmp,112383045,Emma Husar,Australian Labor Party,"Lindsay, New South Wales","Men like him are not rehabilitatable, he took the life of someone he said he loved covered it up in a web of deceit &amp; showed no remorse, Karen Ristevski life is worth more than a handful of years. Her murderer thought it easier to kill than get a divorce."
10089020,2019-03-19 11:32:10,emmahusarmp,112383045,Emma Husar MP,Australian Labor Party,"Lindsay, New South Wales","A woman no less defending her gender in her workplace and the media against sexism and misogyny. 
Good work @taylaharriss for calling it out, when does it stop?"
10549817,2019-04-08 04:21:22,JoanneRyanLalor,1631812358,Joanne Ryan MP,Australian Labor Party,"Lalor, Victoria","Another grants debacle. This time @senbmckenzie shovelling funds to shooting through a grant to get people moving. The art of shooting, of course, is to stand or lie, very, very still and be very, very quiet. Apologies to Elmer Fudd. #auspol"
10573008,2019-04-09 07:19:40,MerylSwanson,1586960762,Meryl Swanson MP,Australian Labor Party,"Paterson, New South Wales",Congratulations to Port Stephens' newest citizens! One of the best jobs you do as an MP is to attend citizenship ceremonies and meet the people who have chosen to make Australia their home.
10224767,2019-03-24 21:43:03,StephenJonesMP,284933456,Stephen Jones MP,Australian Labor Party,"Whitlam, New South Wales","What the @The_Nationals can do to show they aren’t just Libs:

1. Vote for Labor’s farm gate floor price for milk

2. Back Labor’s Public School funding boost which delivers for regional schools

3. Oppose cuts to penalty rates and back pay rises for low paid workers in regions"
10329974,2019-03-28 23:06:08,MiltonDickMP,243944570,Milton Dick,Australian Labor Party,"Oxley, Queensland","For over three decades Graham Quirk has served our city. During my time as Opposition Leader he was always respectful and considered during our thorough debates. I wish Graham, Anne and his family all the very best for the next chapter. #QldPol"
10462125,2019-04-03 20:56:27,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,"So the Qld Nationals have rolled in to Canberra and supported another Liberal Budget that gives massive tax cuts to the inner city, at the expense of our regions. They really are the most useless party in Australian politics."
11167323,2019-05-12 06:19:17,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,"Scott Morrison doesn’t think you deserve better hospitals, better education, penalty rates, dental care and access to the best cancer treatment. Vote them out #ausvotes2019 #auspol #politas"
11101528,2019-05-09 05:48:12,CatherineKingMP,47273818,Catherine King MP,Australian Labor Party,"Ballarat, Victoria","Scott Morrison owes the nation’s cancer doctors an apology.

He should also stop trying to pretend cancer treatment is free and match Labor’s $2.3 billion Medicare Cancer Plan."
11213952,2019-05-14 10:44:02,kimbakit,20494141,Kimberley Kitching 🇦🇺,Australian Labor Party,Victoria,Where I confirm to Andrew Bolt that I do believe in Hell and suggest that proof of its existence on Earth may be the Liberal party room #auspol #ausvotes
11053929,2019-05-07 07:58:14,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,Few things make me happier than seeing @SenatorCash in a marginal seat. Can we get you into Dickson or Bonner tomorrow?
11014990,2019-05-05 06:53:52,fitzhunter,147869440,Joel Fitzgibbon,Australian Labor Party,"Hunter, New South Wales",Following a great @AustralianLabor Campaign Launch the @NRLKnights just topped off a perfect day #NRLWarriorsKnights @billshortenmp
10837254,2019-04-26 04:13:46,MurrayWatt,304856790,Senator Murray Watt,Australian Labor Party,Queensland,"The only jobs at risk in Central Qld are the permanent jobs the big multinationals have replaced with casuals and labour hire, all with the support of LNP MPs like Michelle Landry, Ken O’Dowd and Matt Canavan."
10439653,2019-04-03 01:48:34,MadeleineMHKing,2902145304,Madeleine King,Australian Labor Party,"Brand, Western Australia","To think the Government could have really helped #smallbiz by increasing the instant asset write-off YESTERDAY 90 minutes before #Budget2019 but forgot this legislation was still being debated. Gov now scrambling to amend in Senate
#chaos #auspol"
11084608,2019-05-08 12:20:49,SenatorWong,529147678,Senator Penny Wong,Australian Labor Party,South Australia,"#mymum grew up on a farm, lost her parents young. One of 5 girls. Married a Malaysian Chinese b4 White Australia policy ended. In her 30s went to uni. Social worker. Family therapist. Feminist. Always sees through the eyes of those with least power. Taught me compassion &amp; courage"
10593743,2019-04-10 01:08:56,JulieCollinsMP,812382313,Julie Collins,Australian Labor Party,"Franklin, Tasmania",Fantastic news but highlights again lack of services in Tassie with no clinic left in our state. With Greg Hunt in Tassie today he should explain why women in our state still can’t affordably access these services in Tasmania. #politas
10813859,2019-04-25 02:05:22,MerylSwanson,1586960762,Meryl Swanson MP,Australian Labor Party,"Paterson, New South Wales",Today at Kurri Kurri ANZAC Day service it was lovely to hear the Australian and New Zealand anthems sung so beautifully. I was honoured to be asked to address the large crowd gathered to pay their respects. Lest we forget.
11034963,2019-05-06 09:59:18,polley_helen,929373746,Helen Polley,Australian Labor Party,Tasmania,Nonsense Scott Morrison was up to his neck in knifing Malcolm Turnbull and he can’t be trusted. Mr Spin is all spin. He can’t lay straight in bed. Totally untrustworthy. #auspol #AUSVote2019 #politas
11256064,2019-05-15 21:17:14,kimbakit,20494141,Kimberley Kitching 🇦🇺,Australian Labor Party,Victoria,"A great read.

Bill Shorten is ready.

His united, experienced Labor team is ready.

For a Fair Go for Australia. Vote Labor.
#auspol #ausvotes"
11055091,2019-05-07 08:54:52,BOConnorMP,611598902,Brendan O'Connor,Australian Labor Party,"Gorton, Victoria",This is smug commentary from a spokesperson of a Party who failed to investigate multiple allegations of bullying during the Turnbull-Dutton-Morrison battle. @ScottMorrisonMP shut down those inquiries paying lip service to it thereby ignoring intimidation in the Liberal Party.
10672321,2019-04-15 21:16:00,Bowenchris,150856088,Chris Bowen,Australian Labor Party,"McMahon, New South Wales",Your own budget has $40 billion of cuts A YEAR to pay for your tax cuts. Time to tell the truth @JoshFrydenberg
