id,created_at,from_user_name,from_user_id,from_user_realname,party,region,text
21040572,2020-09-19 16:22:24,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"200,000 Americans are now dead because we have an incompetent chief executive who cares about no one except himself. 

Yes, this election just got more complicated, but this isn't complicated - 

if Trump wins, another 200,000 die."
21333549,2020-10-01 17:32:53,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Public health infrastructure saves lives—and the better funded our public health system is before a crisis, the more lives it will be able to save during one. We cannot afford to ignore this reality, especially as the COVID-19 pandemic continues to devastate people &amp; families."
21913345,2020-10-24 23:46:36,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Sen Blumenthal demanded:
—Enhanced Background Checks
—Paycheck Fairness
—Forced Arbitration Injustice Repeal
—Domestic Violence Survivor Protection
—Veterans’ Access to Child Care
—Securing America’s Federal Elections
—Congressional Budget Justification Transparency

GOP objected"
21145912,2020-09-24 01:00:04,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"I know so many of us are angry &amp; heartbroken over this. Black lives *do* matter. 
 
We must use our power at the ballot box, because the Attorney General who declared today that the shooting of Breonna Taylor was a justified use of deadly force derives his power FROM VOTERS."
20824949,2020-09-10 16:57:41,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Sen. McConnell is trying today to jam through his GOP COVID bill that doesn't help renters keep a roof over their heads or families put food on the table.
 
He isn’t searching for progress—he is looking for political cover.
 
Democrats won't stop fighting for people and families."
21711261,2020-10-17 01:49:23,SenStabenow,76456274,Sen. Debbie Stabenow,Democrat,MI,"I'm fighting for Gemma and children just like her across the country. Every child deserves to have access to the health care they need to be able to live, thrive, and be successful going forward. #WhatsAtStake"
21146084,2020-09-24 01:46:33,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"Our Founders made the crucial choice that our Constitution — the most enduring in the world — would not lead to a president with the impulses of a king unchecked by the other co-equal branches of government.

@realDonaldTrump’s comments threaten our very democracy."
21908105,2020-10-24 17:53:01,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Sen. McConnell just gave another warped, distorted history lesson on the floor

We know how defensive he is about the blatant 180° hypocritical turn he made—but a distorted history lesson won't erase the stain of this illegitimate SCOTUS nomination process

We won't stop fighting"
21023172,2020-09-18 19:40:00,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Commemorating the first International #EqualPayDay is a crucial step to ensure that *all* women—regardless of their sex, skin color, where they live, or what they do—receive equal pay. We must keep fighting to finally close the gender pay gap."
21162427,2020-09-24 15:58:06,SenatorHassan,946549322,Sen. Maggie Hassan,Democrat,NH,"More than 200,000 people have died from COVID-19. Small businesses are struggling to stay afloat. But instead of working across party lines on another comprehensive relief bill, @senatemajldr's top priority is rushing through a lifetime appointee to the Supreme Court."
21854147,2020-10-22 14:48:10,ChrisVanHollen,18137749,Senator Chris Van Hollen,Democrat,MD,"If Trump and McConnell were actually interested in preventing foreign election interference they would stop blocking a Senate vote on the DETER Act, which would make clear to Russia and other adversaries that there will be a price to pay."
20942656,2020-09-15 23:07:00,SenTinaSmith,941000686275387392,Senator Tina Smith,Democrat,MN,"Rick, you and Katherine inspired me to introduce Katherine’s Lung Cancer Screening Bill. Katherine wanted to spare countless others from having to endure her painful journey because they couldn’t get access to early screening. I won't rest until it is done."
22010643,2020-10-28 22:18:22,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,The ACA protects millions of Americans with pre-existing conditions. But Republicans want SCOTUS to strike it down &amp; rushed a new justice to the Court to help. We can't return to dark days of higher costs &amp; less care for sick patients. I’ll keep fighting to save the ACA.
21141943,2020-09-23 20:22:56,SenStabenow,76456274,Sen. Debbie Stabenow,Democrat,MI,We also secured an important victory to improve accountability for farmers by banning the Trump Administration’s plan to use agriculture funds to bail out oil companies.
22082493,2020-10-31 19:12:44,SenBobCasey,171598736,Senator Bob Casey,Democrat,PA,"Looking for a Halloween scare? According to @ProtectOurCare, there's over 135 million Americans with a pre-existing condition. And if Donald Trump's corporate SCOTUS overturns the ACA, they all lose lifesaving protections. That number should send shivers down everyone’s spine."
21132571,2020-09-23 15:15:09,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"Ten years ago, #OTD, the ACA's Patient's Bill of Rights helped put consumers back in charge of their healthcare. 

We must keep up what RBG fought for and expand affordable healthcare options for all."
21455454,2020-10-06 22:45:29,MarkWarner,7429102,Mark Warner,Democrat,VA,"His bigger priority is rushing through a SCOTUS nom to take healthcare away from Americans. Families would lose health coverage during this pandemic &amp; more than 130 million Americans with pre-existing conditions would lose vital protections, including those who contracted #COVID."
21455869,2020-10-06 23:47:07,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"Republicans must halt this increasingly reckless Supreme Court process, and the Senate needs thorough COVID testing immediately.

Americans see the similarity between the GOP willingness to put Senators and staff at risk and their willingness to rip health care from millions."
21276914,2020-09-29 18:07:04,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"We need to do more to help the most vulnerable among us.
 
Renters deserve to have protection against eviction and homelessness during the #COVID19 pandemic. That's why I'm proud to cosponsor @SenSherrodBrown's bill to do just that – because it is simply the right thing to do."
20937822,2020-09-15 19:01:09,SenatorLeahy,242836537,Sen. Patrick Leahy,Democrat,VT,"What's worse is that these alleged atrocities took place at a private, for-profit facility that ABSURDLY is not subject to transparency laws like #FOIA. It’s unacceptable that companies can profit off taxpayer $ &amp; commit abuses with ZERO public scrutiny. This must change."
21952688,2020-10-26 21:13:10,SenGillibrand,72198806,Kirsten Gillibrand,Democrat,NY,The weeks we should have dedicated to negotiating a real economic relief package have instead been spent rushing through the confirmation of a Supreme Court Justice. The hypocrisy of my Republican colleagues is stunning.
22054485,2020-10-30 15:38:42,SenatorTomUdall,60828944,Tom Udall,Democrat,NM,"Appalling. A top @Interior official mocks #metoo, says Black Lives Matter is “racist,” defends shooting protestors, and cited a white supremacist website. The same DOI still employs William Perry Pendley, who has racist views toward Native Americans. This bigotry has to go."
21622817,2020-10-13 18:15:14,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"If you are pissed off at what Senate Republicans are doing on TV today, then we have one recourse - WIN THE SENATE. 

And we can’t win the Senate without Minnesota and NH. Can you make a donation now to help re-elect these two amazing women? It will feel good."
21538771,2020-10-09 21:15:00,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"It's simple: we cannot go back to the days when abortion was available only to the wealthy, was unsafe, or both. We need to defend &amp; expand access to reproductive care—which is why people are speaking up against Republicans rushing Judge Barrett onto the SCOTUS. #RoeVWade"
21956514,2020-10-27 03:30:15,SenWarren,970207298,Elizabeth Warren,Democrat,MA,"Trump’s Supreme Court picks will do what it takes to help the Republicans make voting as difficult, confusing, and scary as possible. That’s why the American people need to stand up and vote like never before."
20824326,2020-09-10 16:35:40,SenMarkey,21406834,Ed Markey,Democrat,MA,"Our economy is crumbling. Our communities are falling apart. Our planet is on fire. We can and must rebuild, but any recovery will be incomplete unless we confront the interconnected crises of economic, racial, and environmental injustice."
20674827,2020-09-03 18:30:08,SenatorShaheen,109287731,Sen. Jeanne Shaheen,Democrat,NH,Women are bravely standing up for democratic values in Belarus despite a brutal crackdown that includes sexual violence &amp; torture. Thousands of protesters have been arrested &amp; experienced appalling abuse. U.S. must stand w/ the women of Belarus who are leading calls for freedom!
22037290,2020-10-29 20:37:54,SenWhitehouse,242555999,Sheldon Whitehouse,Democrat,RI,"Ford and GM still support ‘worst climate obstructor’ @USChamber (aka #ChamberofCarbon), which is slow-walking their efforts at reform. Make the Chamber disclose its fossil-fuel funding. Pick up the pace. Cut the crap."
21867794,2020-10-23 00:58:30,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"All children deserve access to clean drinking water. Yet only 26% of Head Start centers have tested their drinking water for lead contamination.
 
I joined @SenDuckworth and @PattyMurray in urging @EPA to do better for our kids."
20833449,2020-09-11 00:51:42,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"Last year, I led the effort to secure nearly $10M for the Delaware River Basin Restoration Program to build on the decades-long efforts to rehabilitate the basin and its critical ecosystems. 

Thank you to partners across the Delaware Valley, and congratulations to the winners!"
21795363,2020-10-20 17:05:48,SenMarkey,21406834,Ed Markey,Democrat,MA,"Bold, progressive policies are popular because the American people want change. But we live within a system that is designed to crush working class interests, and an environment where fighting for justice is labeled radical."
22029868,2020-10-29 15:56:36,SenJackReed,486694111,Senator Jack Reed,Democrat,RI,"Amidst the hardship of #COVID, it’s heartwarming to see people doing their part to protect the health &amp; safety of others. This virus has reshaped many things, but it hasn’t changed our shared values or the basic goodness of people. Thanks to all those making a difference!"
20907406,2020-09-14 16:42:06,SenSherrodBrown,43910797,Sherrod Brown,Democrat,OH,"In the 50 years since Milton Friedman's free market manifesto, corporate profits have soared, worker productivity has increased, and CEO pay has exploded -
 
but workers' wages have barely gone up.

Friedman was wrong then, and he's wrong now."
22028086,2020-10-29 14:54:23,SenStabenow,76456274,Sen. Debbie Stabenow,Democrat,MI,COVID-19 numbers are increasing across the state. Now more than ever it's important to #MaskUpMichigan.
21970268,2020-10-27 15:00:11,SenatorMenendez,18695134,Senator Bob Menendez,Democrat,NJ,"Remembering the 11 innocent lives taken 2 years ago today at the Tree of Life Synagogue.

This is the United States of America—a beacon of freedom for all. No one should be killed for their religion.

We must denounce anti-Semitism in all forms, today and every day."
21801976,2020-10-20 20:54:53,SenatorTomUdall,60828944,Tom Udall,Democrat,NM,"Months ago, @senatemajldr said #COVID19 relief wasn’t urgent. Now, he’s blatantly and cynically standing in the way of a deal on #COVID19 relief until after Election Day— but people's health &amp; well-being can't wait on his political posturing."
21577636,2020-10-11 22:16:15,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,The nomination of Judge Barrett to the Supreme Court is a direct threat to the Affordable Care Act &amp; the important protections it affords LGBTQ Americans. We must fight to protect the ACA with everything we can—far too much is at stake.
21401033,2020-10-04 20:17:11,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"It's hard to get your head around how damaging the White House's recklessness has been. Even if NJ doesn't find a ton of positive people, it will cost money and manpower to track down 206 people. Money that NJ doesn't have."
21656579,2020-10-14 21:38:37,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,"If you or a loved one is struggling, please know you are not alone. @800273Talk, The National Suicide Prevention Lifeline, offers free, confidential crisis counseling 24/7/365."
21143848,2020-09-23 21:38:08,RonWyden,250188760,Ron Wyden,Democrat,OR,Breonna Taylor deserved justice. We cannot accept a system that enables the extrajudicial killing of Black Americans. There is no better way to honor Breonna’s life than to continue the fight for equity and justice for every single American.
21686542,2020-10-16 01:46:20,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"With the confirmation of a Justice Barrett, a Supreme Court with a 6-3 conservative majority would be like nothing we’ve seen in decades. The consequences for the American people and for our nation would be tragic."
20988078,2020-09-17 13:54:43,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"When it comes to Donald Trump's subservient behavior toward Putin, I wonder:

1. Why would he believe Putin over our own intelligence about 2016 election meddling?

2. What does Putin have on him?

3. Why has he not publicly confronted Putin about #BountyGate in the past 83 days?"
21252951,2020-09-28 18:59:42,KamalaHarris,30354991,Kamala Harris,Democrat,CA,"We can’t let the infection that Trump has injected into the presidency and Congress—which has paralyzed our politics and pitted Americans against each other—spread to the Supreme Court.

This election is about more than the presidency or the Senate: it’s about our democracy."
21141976,2020-09-23 20:24:02,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"Senate Republicans are ignoring the cries of people speaking out because nothing is more important to them than packing our courts to ensure that we can't make progress to defend affordable health care, address the climate crisis, strengthen workers' protections, &amp; more."
21865410,2020-10-22 21:36:01,SenatorBaldwin,1074518754,Sen. Tammy Baldwin,Democrat,WI,"If Amy Coney Barrett does what @realDonaldTrump says, she will do:
❌ Protections for pre-existing health conditions taken away
❌ An estimated 800,000 children would lose health insurance
❌ Young adults under 26 could be kicked off their parent’s insurance

#WhatsAtStake"
20712799,2020-09-05 17:25:54,SenatorDurbin,247334603,Senator Dick Durbin,Democrat,IL,"Quality broadband is critical to students completing their coursework &amp; patients communicating with their doctors. Sadly, too many communities still lack access to reliable connections. I spoke with @lcouncilswil about investing in broadband to finally close the digital divide."
20932760,2020-09-15 15:55:40,SenatorBennet,224285242,Michael Bennet,Democrat,CO,"For months, we’ve called on the administration to end MFAR, a policy that would have led to across the board cuts to Medicaid and undermined vital care for kids and families during the pandemic.
 
I'm glad to see @SeemaCMS is heeding our call and withdrawing the policy."
21418530,2020-10-05 16:57:36,SenWhitehouse,242555999,Sheldon Whitehouse,Democrat,RI,How does the White House reconcile this tweet with its November 10 argument before the Supreme Court to repeal the Affordable Care Act and eliminate its protections?
21648363,2020-10-14 16:37:54,SenJeffMerkley,29201047,Senator Jeff Merkley,Democrat,OR,"Let’s help out Senator Cruz’s memory.  

2016 —  To bias the Supreme Court, Rs steal SCOTUS seat from Obama.

2017 — To bias the court, Rs change standard for closing debate on a SCOTUS nominee. (1/2)"
21628934,2020-10-13 22:02:26,SenWarren,970207298,Elizabeth Warren,Democrat,MA,Yet another example of why Trump &amp; Republican senators are working hard to steal this Supreme Court seat: they want to hand the Court to extremists &amp; undermine our democracy. The judiciary absolutely should not approve the Trump administration's efforts to corrupt the Census.
21313160,2020-10-01 01:36:06,SenatorMenendez,18695134,Senator Bob Menendez,Democrat,NJ,"BREAKING ? The GOP today blocked passage of Temporary Protected Status for approx. 200,000 Venezuelans in the U.S. who are at risk of being deported back to Venezuela, where they would face a humanitarian crisis and Maduro’s crimes against humanity. #VenezuelaTPS"
21762771,2020-10-19 14:40:12,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Team, we set a goal of $150K for @mjhegar yesterday. Response was so good @brianschatz and I upped it to $250K.

Final tally: $292,158 from 8,605 donors. As my 8 year old would say, awesome sauce. We are closer to winning Texas bc of what you did yesterday."
20847358,2020-09-11 14:46:43,SenGaryPeters,236511574,Senator Gary Peters,Democrat,MI,"It’s been 19 years since the devastating 9/11 terrorist attacks took the lives of 2,977 people &amp; changed our nation forever.

We will never forget the heroic actions of our first responders, the lives tragically taken, or the pain &amp; heartbreak of the victims’ families."
22081945,2020-10-31 18:57:41,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Keep working everyone. Yes this is red alert alarming - the potential to throw out 100,000 votes that have already been cast - but just keep calling, keep working, keep voting."
20776338,2020-09-08 22:03:49,amyklobuchar,33537967,Amy Klobuchar,Democrat,MN,California is experiencing some of the worst wildfires in American history. These devastating fires are becoming more and more common as a result of climate change. Joe Biden and Democrats in Congress will act immediately to reverse the disastrous effects of climate change. VOTE.
21106275,2020-09-22 16:53:09,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"This isn’t just another political fight in Washington. There’s so much at stake for every single American.

- The future of the #ACA. 

- Women’s reproductive freedom. 

- The rights of workers to organize. 

- Voting rights. 

- The health of our planet. 

Let’s fight together."
21776049,2020-10-20 03:13:35,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"If Judge Amy Coney Barrett is confirmed to #SCOTUS, she will be the deciding vote in a case that could strike down the #ACA. If the ACA is struck down, over 20M people would lose health coverage &amp; millions more would lose protections for preexisting conditions—it's that dire."
20855533,2020-09-11 20:34:53,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"Everyone living with disabilities deserves equal access to homes that both accommodate their needs &amp; provide a safe environment for them to thrive. 

As a basic starting point, our federal housing programs must reflect that goal."
20889070,2020-09-13 18:56:55,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"I like it. And Bullock’s great on health care. As Governor, he got Republicans in Montana to agree to Medicaid expansion - got 90,000 new people covered. 

Hold a minute for the link and ambitious goal."
21423516,2020-10-05 20:07:42,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"""Don't be afraid of COVID"" says a man who just got world-class taxpayer healthcare (&amp; treatments many Americans can't access) &amp; who's in court right now trying to rip insurance away from millions.

Meanwhile, 210k Americans are dead &amp; more will die as a result of this negligence."
20937791,2020-09-15 19:00:00,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,My wife hates my “listening to the host ask the first question angry face”. I swear it’s unintentional @mitchellreports.
20674630,2020-09-03 18:20:40,SenSchumer,17494010,Chuck Schumer,Democrat,NY,"The Republicans are moving even further in the wrong direction on COVID relief

Sen. McConnell and the White House may cut their original, inadequate, “skinny” bill in half

It'd be more appropriate to call it “emaciated”

Democrats will not stop fighting to meet Americans' needs"
20712773,2020-09-05 17:24:26,KamalaHarris,30354991,Kamala Harris,Democrat,CA,"Three years ago Trump tried to end DACA.

He failed in the courts, but Dreamers still face uncertainty today.

On day one @JoeBiden will send a bill to Congress to create a path to citizenship for Dreamers and the 11M undocumented people who've strengthened our country for years."
21773858,2020-10-19 21:44:33,maziehirono,92186819,Senator Mazie Hirono,Democrat,HI,"The @USOCC's decision to gut the Community Reinvestment Act will hurt working families and communities of color who need access to loans.

Instead of protecting the CRA, Senate Republicans are ramming through a Supreme Court nom. Where are their priorities? We must #SaveCRA."
21973320,2020-10-27 16:43:47,RonWyden,250188760,Ron Wyden,Democrat,OR,Today Donald Trump’s FCC is voting to do away with #NetNeutrality once and for all. Equal and affordable access to the Internet for every American has never been more important. I won’t stop fighting like hell to protect it.
21675333,2020-10-15 15:29:49,SenGaryPeters,236511574,Senator Gary Peters,Democrat,MI,"Due to #COVID19, cash-strapped communities in Michigan are facing serious budget challenges, which could affect critical services &amp; force layoffs of first responders &amp; health care professionals.
 
Let's come together—just as we have before—to pass bipartisan relief for Michigan."
21720317,2020-10-17 12:58:29,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"8/ And American media do have major credibility, for good reason. They do amazing work, and get most stories 100% right. 

Russia wants to use this credibility to their advantage. And that’s why we all have to be vigilant. Democracy depends on it."
20933462,2020-09-15 16:17:12,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,"In 2016, 36% of all federal employees were POC &amp; only 35.5% were women—those numbers don’t reflect the US as a whole. We need a workforce that comes from different backgrounds and experiences representing their communities and creating solutions to issues that they know best."
21945870,2020-10-26 16:44:29,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"Instead of doing what we should be doing, which is negotiating a final COVID-19 relief package for the American people, the Senate Majority is racing ahead with a Supreme Court confirmation. #WhatsAtStake"
21271487,2020-09-29 15:06:30,ChrisCoons,15324851,Senator Chris Coons,Democrat,DE,"Ruth Bader Ginsburg’s passing has come at a particularly difficult moment for our nation. The polarization of our Congress is making it much harder to address the real challenges we face, like the pandemic and the economic crisis that combined continue to ravage our communities."
22104022,2020-11-01 20:55:11,RonWyden,250188760,Ron Wyden,Democrat,OR,"Texas Republicans want to throw out more than 126,000 ballots cast by voters whose only fault was relying on the instructions approved by a Republican Secretary of State and Republican Supreme Court. Republicans will stop at nothing to take away your constitutional right to vote."
20676891,2020-09-03 20:05:00,PattyMurray,293131808,Senator Patty Murray,Democrat,WA,"We’re 7 months into this crisis and the Trump Administration doesn’t have a national, comprehensive COVID-19 testing and contact tracing plan. This lack of leadership is hurting our nation’s COVID-19 response."
20959263,2020-09-16 14:10:39,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"Clearly, Donald Trump doesn't care about the Gold Star families who might be wondering right now if their son or daughter was killed as a result of a Russian bounty program. 
 
Day 82 of presidential silence on #BountyGate."
21577935,2020-10-11 23:04:40,SenWarren,970207298,Elizabeth Warren,Democrat,MA,"The American people deserve transparency into the health of our “Too Big to Fail” banks. And they deserve a real COVID-19 relief bill to help struggling families and small businesses, and stabilize our economy to prevent another Wall Street crash and taxpayer bailout."
21273326,2020-09-29 16:05:33,Sen_JoeManchin,234374703,Senator Joe Manchin,Democrat,WV,"Each year, authorities seize enough fentanyl to kill every American 4x over, much of it ordered over the Internet &amp; mailed from China. As the Internet rapidly changed, we failed to keep up. Now we must amend Section 230 to reflect the way the Internet impacts our lives today."
20731910,2020-09-07 01:58:00,KamalaHarris,30354991,Kamala Harris,Democrat,CA,"Trump keeps saying the economy is improving—but the truth is, only the wealthiest are reaping the benefits. Meanwhile:
→Over 100,000 small businesses have closed their doors for good
→Almost 30M people are on unemployment
→Too many families are unsure how to pay their rent"
20701591,2020-09-05 01:49:56,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"When only 30% of our troops who have experienced sexual assault are actually reporting it, that’s a problem. A big one.

If survivors don’t trust the current system in our military enough to report it and get help, it isn’t working. 

Congress must work to fix it. Now."
21943610,2020-10-26 15:14:40,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,"Update: because of what you did yesterday, Jon Ossoff has $592,811.34 more to spend on his voter turnout effort. Just unreal.

And a new poll from today:

Ossoff 46
Perdue 45

A win in Georgia is more possible because of what you did. A huge thanks from me and @brianschatz."
21027334,2020-09-19 00:12:44,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,"Ruth Bader Ginsburg was a giant. The world is a different place because of her. More than the laws she forged are the lives she touched. She will always be an American icon—breaking barriers w/courage &amp; conviction, &amp; letting nothing stop her from the classroom to the courtroom."
20915250,2020-09-14 22:12:13,SenCortezMasto,811313565760163844,Senator Cortez Masto,Democrat,NV,My thoughts are with those who’ve lost loved ones as a result of the wildfires throughout the country.
20997700,2020-09-17 19:35:47,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,#ConstitutionDay is a reminder of the rights &amp; freedoms enshrined in our founding document. I’m proud to cosponsor a bipartisan resolution to designate September as #NationalDemocracyMonth—celebrating the need for active reflection &amp; participation in our system of government.
21473136,2020-10-07 14:39:04,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"How long do I have to do this, @realdonaldtrump? Tell our troops why you've remained silent on #BountyGate for 103 days. I'm waiting."
21342328,2020-10-02 00:50:25,SenDuckworth,1058520120,Tammy Duckworth,Democrat,IL,"The ADA was supposed to consign workplace discrimination to history books. But if the latest Republican COVID-19 proposal is any indication, it's still very much at risk.

This #DisabilityEmploymentAwarenessMonth, let's be clear: Americans with disabilities won't be left behind."
20746658,2020-09-07 17:25:32,SenSherrodBrown,43910797,Sherrod Brown,Democrat,OH,"American workers have ALWAYS powered this country - from the 19th century labor movement to the frontlines of today's crisis.

I stand with workers and unions, and I'll always fight to ensure this country honors the dignity of their work.

Have a happy and safe #LaborDay."
21484324,2020-10-07 20:58:31,SenFeinstein,476256944,Senator Dianne Feinstein,Democrat,CA,I’m proud to join Californians all over the state in marking #CaliforniaCleanAirDay. We’ve made great strides over the decades to clean up our air and transition to greener modes of transportation and energy.
21197330,2020-09-26 02:32:09,brianschatz,47747074,Brian Schatz,Democrat,HI,There should be more reporting about how not just Trump but the National Republican Party and the RNC are engaged in systematic voter disenfranchisement. And how Marc and his team are kicking their ass on behalf of democracy itself.
21354991,2020-10-02 13:56:57,RonWyden,250188760,Ron Wyden,Democrat,OR,Nancy and I are wishing the President and First Lady a speedy recovery. This virus is far from gone. Please continue to follow proper medical guidelines to keep you and your loved ones safe.
21015871,2020-09-18 14:55:02,SenatorCarper,249787913,Senator Tom Carper,Democrat,DE,"Trump’s rollbacks are set to release an additional 1.8 billion metric tons of greenhouse gases into the atmosphere by 2035—more than the 2018 emissions of Germany, the U.K. and Canada combined.

This is an abdication of American leadership."
21891296,2020-10-23 20:20:13,RonWyden,250188760,Ron Wyden,Democrat,OR,A huge congrats and big welcome to @crysdunn_19! The @ThornsFC and entire Oregon family are lucky to have you. #BAONPDX
21196381,2020-09-25 22:34:27,SenBlumenthal,278124059,Richard Blumenthal,Democrat,CT,"I’m inspired to fight—harder than ever—this Republican rush to confirm a Justice before the election, denying Americans their say. My meeting w/these leaders brought home how much is at risk, especially for reproductive rights &amp; protections for people w/pre-existing conditions."
21804825,2020-10-21 00:29:54,ChrisMurphyCT,150078976,Chris Murphy,Democrat,CT,My god. Get this moral abomination of a human being out of the Oval Office. He orphaned 545 kids just for kicks. Sick.
